customer_id,subscription_status,country,currency
7501,inactive,Germany,EUR
4065,active,India,INR
2331,active,USA,USD
4053,active,UK,GBP
6804,inactive,USA,USD
832,active,UK,GBP
7866,inactive,Japan,JPY
2271,active,USA,USD
5839,inactive,Canada,CAD
5017,inactive,India,INR
1138,active,India,INR
1086,active,Germany,EUR
5095,inactive,Japan,JPY
5841,inactive,Japan,JPY
6926,inactive,India,INR
3384,active,Germany,EUR
4094,active,Japan,JPY
1211,active,Canada,CAD
830,active,UK,GBP
2448,active,India,INR
7728,inactive,India,INR
255,active,India,INR
7097,inactive,Japan,JPY
6882,inactive,USA,USD
6239,inactive,UK,GBP
2436,active,UK,GBP
5344,inactive,UK,GBP
1060,active,Japan,JPY
4609,active,Germany,EUR
1931,active,USA,USD
1027,active,UK,GBP
7542,inactive,UK,GBP
8197,inactive,Japan,JPY
2231,active,USA,USD
6397,inactive,Japan,JPY
4692,active,Japan,JPY
7869,inactive,India,INR
4414,active,India,INR
487,active,UK,GBP
6406,inactive,Germany,EUR
1614,active,USA,USD
1372,active,Canada,CAD
4144,active,Canada,CAD
4942,active,UK,GBP
1068,active,Canada,CAD
1177,active,USA,USD
5685,inactive,Germany,EUR
7871,inactive,USA,USD
6190,inactive,USA,USD
5398,inactive,UK,GBP
5476,inactive,Germany,EUR
1275,active,India,INR
1640,active,Germany,EUR
827,active,India,INR
341,active,USA,USD
5214,inactive,Canada,CAD
150,active,Germany,EUR
7268,inactive,USA,USD
595,active,Germany,EUR
6924,inactive,Germany,EUR
7177,inactive,UK,GBP
7312,inactive,India,INR
6645,inactive,Japan,JPY
5843,inactive,Canada,CAD
7314,inactive,Japan,JPY
4835,active,India,INR
1048,active,Japan,JPY
1752,active,India,INR
1470,active,UK,GBP
2245,active,USA,USD
5573,inactive,USA,USD
5094,inactive,UK,GBP
3771,active,India,INR
166,active,UK,GBP
7387,inactive,India,INR
3440,active,Japan,JPY
2724,active,USA,USD
6161,inactive,Germany,EUR
897,active,Germany,EUR
5420,inactive,USA,USD
3098,active,Japan,JPY
3541,active,UK,GBP
550,active,Japan,JPY
3861,active,Canada,CAD
4316,active,USA,USD
1461,active,Canada,CAD
1188,active,UK,GBP
6035,inactive,Canada,CAD
6844,inactive,Canada,CAD
5410,inactive,India,INR
8151,inactive,Germany,EUR
3725,active,Japan,JPY
2805,active,USA,USD
3644,active,USA,USD
7133,inactive,India,INR
1444,active,Japan,JPY
6600,inactive,Germany,EUR
4829,active,UK,GBP
7307,inactive,UK,GBP
8102,inactive,USA,USD
2037,active,India,INR
6032,inactive,Canada,CAD
208,active,India,INR
26,active,UK,GBP
3966,active,UK,GBP
1460,active,USA,USD
2931,active,India,INR
3149,active,UK,GBP
5442,inactive,Germany,EUR
5401,inactive,Canada,CAD
2837,active,Canada,CAD
1420,active,Japan,JPY
2877,active,Japan,JPY
2,active,UK,GBP
3404,active,USA,USD
3897,active,Germany,EUR
4699,active,Japan,JPY
8179,inactive,UK,GBP
993,active,Canada,CAD
6337,inactive,Japan,JPY
3855,active,Japan,JPY
7363,inactive,Germany,EUR
6286,inactive,Japan,JPY
845,active,Canada,CAD
3550,active,Japan,JPY
4469,active,USA,USD
8124,inactive,UK,GBP
4320,active,UK,GBP
3731,active,India,INR
1946,active,UK,GBP
7181,inactive,USA,USD
1099,active,Germany,EUR
5924,inactive,USA,USD
970,active,USA,USD
1268,active,USA,USD
1826,active,Canada,CAD
5568,inactive,India,INR
1983,active,India,INR
823,active,Japan,JPY
7030,inactive,UK,GBP
7153,inactive,UK,GBP
5206,inactive,India,INR
3020,active,India,INR
5852,inactive,UK,GBP
7020,inactive,Japan,JPY
1080,active,Germany,EUR
4333,active,India,INR
1565,active,Japan,JPY
6885,inactive,Canada,CAD
7660,inactive,India,INR
96,active,USA,USD
7726,inactive,USA,USD
1731,active,Canada,CAD
3671,active,USA,USD
1631,active,Canada,CAD
2985,active,UK,GBP
2481,active,Japan,JPY
4074,active,Canada,CAD
5070,inactive,Canada,CAD
6744,inactive,Germany,EUR
6410,inactive,Canada,CAD
3047,active,India,INR
6910,inactive,Canada,CAD
3705,active,India,INR
4953,active,Germany,EUR
8155,inactive,UK,GBP
5235,inactive,Japan,JPY
4826,active,Japan,JPY
7120,inactive,Canada,CAD
7993,inactive,Japan,JPY
560,active,Germany,EUR
3178,active,Japan,JPY
5421,inactive,Japan,JPY
3800,active,Canada,CAD
5307,inactive,UK,GBP
5631,inactive,Canada,CAD
1143,active,UK,GBP
3244,active,Japan,JPY
4901,active,India,INR
2761,active,Germany,EUR
1713,active,Canada,CAD
1896,active,India,INR
7395,inactive,Canada,CAD
372,active,Germany,EUR
3313,active,Germany,EUR
5483,inactive,USA,USD
3263,active,Japan,JPY
308,active,Japan,JPY
1296,active,Canada,CAD
428,active,UK,GBP
2906,active,Japan,JPY
2517,active,India,INR
7354,inactive,Germany,EUR
2976,active,USA,USD
7873,inactive,UK,GBP
4224,active,Japan,JPY
7394,inactive,India,INR
4188,active,USA,USD
6194,inactive,Canada,CAD
4186,active,UK,GBP
3982,active,Japan,JPY
3530,active,UK,GBP
6054,inactive,UK,GBP
3973,active,Germany,EUR
848,active,India,INR
7776,inactive,Germany,EUR
307,active,Canada,CAD
637,active,Canada,CAD
7052,inactive,USA,USD
3890,active,Japan,JPY
1477,active,Germany,EUR
3567,active,Canada,CAD
2167,active,Germany,EUR
113,active,India,INR
7002,inactive,India,INR
6477,inactive,UK,GBP
3152,active,India,INR
1263,active,Germany,EUR
6605,inactive,Canada,CAD
4432,active,UK,GBP
3569,active,Canada,CAD
5561,inactive,Japan,JPY
7818,inactive,India,INR
6013,inactive,USA,USD
5132,inactive,USA,USD
4702,active,Germany,EUR
8189,inactive,UK,GBP
6314,inactive,India,INR
3845,active,Germany,EUR
6369,inactive,Germany,EUR
5276,inactive,India,INR
301,active,Germany,EUR
7498,inactive,USA,USD
4288,active,UK,GBP
4569,active,USA,USD
3790,active,USA,USD
8104,inactive,India,INR
5389,inactive,UK,GBP
6978,inactive,Japan,JPY
5393,inactive,Canada,CAD
4212,active,UK,GBP
5588,inactive,USA,USD
3769,active,Canada,CAD
7459,inactive,Canada,CAD
5689,inactive,UK,GBP
5110,inactive,India,INR
4047,active,UK,GBP
6923,inactive,India,INR
121,active,UK,GBP
646,active,Canada,CAD
2743,active,UK,GBP
6218,inactive,Germany,EUR
5724,inactive,USA,USD
4404,active,UK,GBP
6835,inactive,USA,USD
394,active,UK,GBP
728,active,Germany,EUR
3462,active,Germany,EUR
8015,inactive,India,INR
3004,active,Canada,CAD
5141,inactive,Japan,JPY
2965,active,Canada,CAD
8056,inactive,Japan,JPY
61,active,USA,USD
7667,inactive,USA,USD
5877,inactive,Japan,JPY
4887,active,Germany,EUR
5271,inactive,India,INR
2953,active,Japan,JPY
1151,active,Germany,EUR
964,active,Japan,JPY
2514,active,India,INR
5429,inactive,USA,USD
1483,active,USA,USD
3619,active,India,INR
992,active,Canada,CAD
5871,inactive,Germany,EUR
6772,inactive,India,INR
7457,inactive,Japan,JPY
5147,inactive,India,INR
2881,active,Canada,CAD
978,active,USA,USD
2188,active,UK,GBP
2700,active,Germany,EUR
2145,active,Canada,CAD
1103,active,Germany,EUR
3726,active,Japan,JPY
3410,active,Japan,JPY
879,active,Japan,JPY
5162,inactive,USA,USD
8074,inactive,Germany,EUR
5488,inactive,USA,USD
3578,active,Japan,JPY
6989,inactive,Japan,JPY
2582,active,Canada,CAD
4765,active,USA,USD
2934,active,Germany,EUR
4983,active,Japan,JPY
6071,inactive,Japan,JPY
1306,active,Canada,CAD
3871,active,Canada,CAD
7833,inactive,Japan,JPY
4220,active,Germany,EUR
828,active,India,INR
4552,active,India,INR
7414,inactive,Germany,EUR
3027,active,Germany,EUR
2547,active,Canada,CAD
40,active,India,INR
2658,active,India,INR
1724,active,Germany,EUR
7478,inactive,UK,GBP
2863,active,Japan,JPY
3943,active,USA,USD
6438,inactive,Germany,EUR
7793,inactive,India,INR
3383,active,Germany,EUR
4587,active,Canada,CAD
5067,inactive,Japan,JPY
3165,active,Japan,JPY
1804,active,India,INR
2250,active,UK,GBP
1441,active,UK,GBP
5021,inactive,UK,GBP
1580,active,UK,GBP
1921,active,UK,GBP
5527,inactive,Canada,CAD
614,active,USA,USD
4207,active,Canada,CAD
1320,active,UK,GBP
7370,inactive,Germany,EUR
5967,inactive,Canada,CAD
5319,inactive,USA,USD
8109,inactive,Germany,EUR
871,active,India,INR
8200,inactive,Canada,CAD
6948,inactive,USA,USD
2256,active,Japan,JPY
2327,active,Canada,CAD
1510,active,Canada,CAD
2701,active,Japan,JPY
7909,inactive,UK,GBP
4612,active,Germany,EUR
552,active,Germany,EUR
4173,active,India,INR
1969,active,Japan,JPY
3120,active,India,INR
2940,active,Canada,CAD
8180,inactive,Canada,CAD
5943,inactive,USA,USD
7479,inactive,India,INR
2382,active,USA,USD
1575,active,Canada,CAD
6221,inactive,Germany,EUR
4680,active,UK,GBP
175,active,Japan,JPY
1047,active,Canada,CAD
5906,inactive,Germany,EUR
5617,inactive,UK,GBP
2992,active,India,INR
3757,active,USA,USD
6855,inactive,Germany,EUR
1191,active,India,INR
1530,active,USA,USD
6009,inactive,India,INR
6998,inactive,USA,USD
3187,active,India,INR
7373,inactive,India,INR
6560,inactive,Canada,CAD
6850,inactive,Germany,EUR
3231,active,India,INR
7172,inactive,USA,USD
2917,active,UK,GBP
6112,inactive,India,INR
2719,active,UK,GBP
29,active,India,INR
4772,active,Canada,CAD
1795,active,UK,GBP
7633,inactive,India,INR
4111,active,India,INR
3156,active,Japan,JPY
6698,inactive,India,INR
1133,active,Germany,EUR
1720,active,Canada,CAD
4840,active,Canada,CAD
6639,inactive,USA,USD
5109,inactive,Canada,CAD
6339,inactive,USA,USD
3356,active,UK,GBP
2673,active,UK,GBP
3447,active,Japan,JPY
2753,active,Germany,EUR
5920,inactive,USA,USD
6573,inactive,Japan,JPY
187,active,Germany,EUR
5249,inactive,USA,USD
7046,inactive,Japan,JPY
7185,inactive,Japan,JPY
3129,active,Canada,CAD
7332,inactive,UK,GBP
4291,active,Germany,EUR
4999,active,Germany,EUR
5218,inactive,UK,GBP
4079,active,India,INR
663,active,USA,USD
6508,inactive,India,INR
5129,inactive,India,INR
6264,inactive,Canada,CAD
1362,active,Canada,CAD
2177,active,Japan,JPY
7759,inactive,Canada,CAD
4172,active,India,INR
771,active,UK,GBP
571,active,USA,USD
539,active,Japan,JPY
1019,active,UK,GBP
6040,inactive,Japan,JPY
2695,active,Canada,CAD
2991,active,Japan,JPY
27,active,Germany,EUR
7050,inactive,Japan,JPY
2192,active,UK,GBP
3772,active,UK,GBP
1848,active,UK,GBP
6988,inactive,India,INR
4708,active,USA,USD
3840,active,UK,GBP
5460,inactive,USA,USD
762,active,USA,USD
1348,active,Germany,EUR
5327,inactive,Germany,EUR
4041,active,UK,GBP
6183,inactive,Canada,CAD
2670,active,India,INR
4372,active,USA,USD
7941,inactive,Japan,JPY
6466,inactive,Canada,CAD
2631,active,India,INR
4994,active,India,INR
7635,inactive,India,INR
3593,active,Germany,EUR
3481,active,India,INR
7053,inactive,UK,GBP
4995,active,USA,USD
1485,active,India,INR
5097,inactive,UK,GBP
1710,active,UK,GBP
1118,active,Canada,CAD
3863,active,Germany,EUR
4261,active,UK,GBP
7870,inactive,USA,USD
466,active,UK,GBP
2099,active,India,INR
446,active,Germany,EUR
237,active,Japan,JPY
2637,active,Canada,CAD
3972,active,Japan,JPY
4960,active,UK,GBP
5352,inactive,Japan,JPY
7860,inactive,India,INR
6876,inactive,Germany,EUR
6058,inactive,Canada,CAD
1439,active,Canada,CAD
3900,active,Japan,JPY
5157,inactive,India,INR
4497,active,India,INR
1270,active,Germany,EUR
5048,inactive,USA,USD
6985,inactive,India,INR
3888,active,Canada,CAD
1381,active,USA,USD
3471,active,Canada,CAD
7211,inactive,UK,GBP
203,active,Canada,CAD
4856,active,Germany,EUR
7447,inactive,Canada,CAD
6691,inactive,Canada,CAD
5770,inactive,UK,GBP
3576,active,India,INR
1594,active,UK,GBP
6551,inactive,Canada,CAD
6126,inactive,UK,GBP
6488,inactive,Canada,CAD
5100,inactive,Canada,CAD
5348,inactive,USA,USD
665,active,USA,USD
1498,active,UK,GBP
2221,active,India,INR
6342,inactive,USA,USD
2870,active,India,INR
5331,inactive,Canada,CAD
7108,inactive,India,INR
184,active,Japan,JPY
2692,active,India,INR
3446,active,India,INR
5557,inactive,Germany,EUR
2842,active,USA,USD
5600,inactive,Germany,EUR
5092,inactive,Germany,EUR
1549,active,USA,USD
315,active,India,INR
3773,active,USA,USD
6617,inactive,Japan,JPY
7783,inactive,India,INR
6184,inactive,Canada,CAD
4774,active,UK,GBP
2729,active,Japan,JPY
2379,active,India,INR
6485,inactive,India,INR
239,active,India,INR
5804,inactive,Japan,JPY
4059,active,USA,USD
6442,inactive,Germany,EUR
1018,active,Japan,JPY
2684,active,Japan,JPY
6647,inactive,Germany,EUR
2313,active,USA,USD
4848,active,Canada,CAD
5485,inactive,USA,USD
7362,inactive,USA,USD
4660,active,USA,USD
1938,active,USA,USD
4441,active,Germany,EUR
6020,inactive,Japan,JPY
1567,active,Germany,EUR
6384,inactive,India,INR
7285,inactive,Canada,CAD
4457,active,India,INR
6024,inactive,Japan,JPY
1709,active,Canada,CAD
1267,active,USA,USD
3026,active,USA,USD
7952,inactive,Japan,JPY
5203,inactive,USA,USD
7760,inactive,Japan,JPY
6173,inactive,Japan,JPY
5104,inactive,UK,GBP
3267,active,Canada,CAD
7475,inactive,UK,GBP
6832,inactive,USA,USD
815,active,India,INR
2292,active,India,INR
4687,active,Japan,JPY
455,active,Germany,EUR
4795,active,USA,USD
4763,active,Japan,JPY
5799,inactive,USA,USD
7229,inactive,India,INR
3400,active,Japan,JPY
5681,inactive,Canada,CAD
3850,active,India,INR
6663,inactive,India,INR
839,active,India,INR
6263,inactive,Japan,JPY
6182,inactive,USA,USD
6595,inactive,Canada,CAD
1532,active,Japan,JPY
2557,active,India,INR
6083,inactive,Japan,JPY
4142,active,Germany,EUR
1868,active,India,INR
4384,active,Canada,CAD
2108,active,Canada,CAD
3934,active,Canada,CAD
1116,active,USA,USD
7047,inactive,USA,USD
4336,active,India,INR
6973,inactive,Germany,EUR
3886,active,Canada,CAD
7218,inactive,Japan,JPY
4367,active,Germany,EUR
6652,inactive,Germany,EUR
348,active,USA,USD
238,active,UK,GBP
2471,active,Japan,JPY
3487,active,India,INR
2627,active,UK,GBP
5465,inactive,UK,GBP
3747,active,Germany,EUR
928,active,UK,GBP
7391,inactive,Canada,CAD
2029,active,USA,USD
1190,active,Japan,JPY
3756,active,UK,GBP
6312,inactive,Germany,EUR
5936,inactive,India,INR
5773,inactive,India,INR
3684,active,India,INR
2003,active,India,INR
2879,active,Germany,EUR
6519,inactive,USA,USD
808,active,UK,GBP
4980,active,USA,USD
994,active,Germany,EUR
5156,inactive,Germany,EUR
7201,inactive,Germany,EUR
627,active,Canada,CAD
5979,inactive,UK,GBP
2322,active,Germany,EUR
6521,inactive,Canada,CAD
4801,active,UK,GBP
1122,active,Japan,JPY
1076,active,Japan,JPY
1595,active,USA,USD
6733,inactive,Germany,EUR
2265,active,Japan,JPY
5417,inactive,Germany,EUR
1366,active,USA,USD
4895,active,Japan,JPY
4464,active,UK,GBP
549,active,Germany,EUR
4717,active,Canada,CAD
161,active,UK,GBP
7091,inactive,Japan,JPY
2552,active,India,INR
4972,active,India,INR
419,active,UK,GBP
6609,inactive,Germany,EUR
5217,inactive,Canada,CAD
886,active,Canada,CAD
7349,inactive,Germany,EUR
7850,inactive,Japan,JPY
4890,active,India,INR
3538,active,India,INR
4575,active,USA,USD
4051,active,USA,USD
1726,active,India,INR
5487,inactive,Canada,CAD
1672,active,Germany,EUR
3182,active,UK,GBP
4283,active,India,INR
4639,active,India,INR
831,active,Japan,JPY
1875,active,UK,GBP
2882,active,Japan,JPY
2402,active,Japan,JPY
7221,inactive,Japan,JPY
5614,inactive,Germany,EUR
8026,inactive,Germany,EUR
2411,active,Germany,EUR
716,active,UK,GBP
5810,inactive,Canada,CAD
3090,active,Germany,EUR
3309,active,Japan,JPY
5199,inactive,Canada,CAD
6301,inactive,Canada,CAD
5493,inactive,UK,GBP
7669,inactive,Japan,JPY
4896,active,USA,USD
7141,inactive,Germany,EUR
2085,active,Japan,JPY
7093,inactive,Germany,EUR
935,active,UK,GBP
7781,inactive,USA,USD
4823,active,UK,GBP
7687,inactive,India,INR
4499,active,Japan,JPY
5872,inactive,Germany,EUR
7881,inactive,UK,GBP
2080,active,India,INR
5295,inactive,Japan,JPY
5371,inactive,USA,USD
1936,active,UK,GBP
7733,inactive,Japan,JPY
3647,active,UK,GBP
6091,inactive,India,INR
1156,active,UK,GBP
1951,active,Japan,JPY
4528,active,Germany,EUR
807,active,USA,USD
4438,active,India,INR
1073,active,Canada,CAD
4304,active,Japan,JPY
6727,inactive,Germany,EUR
4653,active,USA,USD
304,active,India,INR
4376,active,India,INR
7904,inactive,Canada,CAD
1504,active,India,INR
6098,inactive,USA,USD
3831,active,UK,GBP
7371,inactive,USA,USD
4628,active,India,INR
2159,active,Canada,CAD
6095,inactive,USA,USD
4198,active,Japan,JPY
5974,inactive,Germany,EUR
6478,inactive,Canada,CAD
1145,active,UK,GBP
1315,active,Japan,JPY
6486,inactive,Canada,CAD
6566,inactive,Germany,EUR
6593,inactive,USA,USD
2370,active,Canada,CAD
4655,active,UK,GBP
6506,inactive,UK,GBP
3627,active,India,INR
6527,inactive,USA,USD
3993,active,Canada,CAD
5252,inactive,UK,GBP
3583,active,Germany,EUR
4721,active,Japan,JPY
1785,active,India,INR
6749,inactive,Canada,CAD
638,active,India,INR
1454,active,Japan,JPY
1979,active,India,INR
3753,active,Japan,JPY
914,active,UK,GBP
2553,active,UK,GBP
1864,active,Canada,CAD
5459,inactive,UK,GBP
3168,active,India,INR
3625,active,USA,USD
7486,inactive,Canada,CAD
7916,inactive,UK,GBP
7569,inactive,Germany,EUR
357,active,Japan,JPY
4863,active,UK,GBP
1235,active,Germany,EUR
6101,inactive,India,INR
3711,active,Canada,CAD
7732,inactive,Germany,EUR
6457,inactive,India,INR
679,active,UK,GBP
8196,inactive,Canada,CAD
5759,inactive,UK,GBP
7069,inactive,India,INR
149,active,Canada,CAD
335,active,India,INR
7150,inactive,UK,GBP
7233,inactive,UK,GBP
5916,inactive,India,INR
17,active,Japan,JPY
6512,inactive,Canada,CAD
3719,active,India,INR
6396,inactive,UK,GBP
2715,active,Japan,JPY
3549,active,Japan,JPY
6029,inactive,Germany,EUR
7614,inactive,UK,GBP
4532,active,Germany,EUR
7705,inactive,USA,USD
5367,inactive,UK,GBP
1692,active,Canada,CAD
5189,inactive,Japan,JPY
4541,active,USA,USD
3939,active,USA,USD
7610,inactive,Japan,JPY
6127,inactive,India,INR
8192,inactive,Canada,CAD
7127,inactive,Germany,EUR
600,active,India,INR
7202,inactive,Germany,EUR
378,active,Germany,EUR
8193,inactive,Germany,EUR
8028,inactive,UK,GBP
5575,inactive,USA,USD
8004,inactive,UK,GBP
3112,active,Japan,JPY
2941,active,India,INR
783,active,India,INR
2922,active,Germany,EUR
7905,inactive,USA,USD
6326,inactive,India,INR
6422,inactive,UK,GBP
6558,inactive,India,INR
4366,active,Germany,EUR
5806,inactive,USA,USD
873,active,UK,GBP
4870,active,India,INR
6332,inactive,USA,USD
5755,inactive,UK,GBP
3140,active,Japan,JPY
519,active,Japan,JPY
2467,active,Canada,CAD
5405,inactive,Canada,CAD
6188,inactive,USA,USD
2718,active,Germany,EUR
6618,inactive,USA,USD
6976,inactive,Canada,CAD
2027,active,Germany,EUR
2449,active,Germany,EUR
6757,inactive,Japan,JPY
6814,inactive,Canada,CAD
5589,inactive,Canada,CAD
108,active,Japan,JPY
2235,active,Canada,CAD
2674,active,Canada,CAD
4824,active,India,INR
5301,inactive,Germany,EUR
7431,inactive,India,INR
7894,inactive,UK,GBP
6888,inactive,Germany,EUR
902,active,Germany,EUR
6045,inactive,UK,GBP
7067,inactive,Canada,CAD
7584,inactive,Canada,CAD
3699,active,Germany,EUR
6248,inactive,Canada,CAD
2947,active,Japan,JPY
2611,active,USA,USD
1990,active,Japan,JPY
2443,active,USA,USD
6019,inactive,Japan,JPY
2595,active,UK,GBP
2468,active,Germany,EUR
1846,active,Germany,EUR
7891,inactive,USA,USD
4146,active,UK,GBP
5463,inactive,UK,GBP
1965,active,India,INR
6961,inactive,Canada,CAD
2510,active,Canada,CAD
5928,inactive,USA,USD
3911,active,UK,GBP
6482,inactive,UK,GBP
5225,inactive,Japan,JPY
6697,inactive,Canada,CAD
2243,active,Canada,CAD
1489,active,Germany,EUR
8067,inactive,India,INR
173,active,USA,USD
6278,inactive,Japan,JPY
7112,inactive,Germany,EUR
790,active,Japan,JPY
7502,inactive,USA,USD
5001,inactive,Germany,EUR
1860,active,Japan,JPY
3976,active,USA,USD
7977,inactive,Canada,CAD
7491,inactive,India,INR
2275,active,India,INR
2290,active,Canada,CAD
7519,inactive,Canada,CAD
6231,inactive,UK,GBP
5108,inactive,UK,GBP
5766,inactive,India,INR
7176,inactive,Japan,JPY
7089,inactive,USA,USD
216,active,Japan,JPY
297,active,Japan,JPY
5632,inactive,Canada,CAD
6664,inactive,Germany,EUR
5963,inactive,USA,USD
3889,active,India,INR
5845,inactive,India,INR
7130,inactive,Germany,EUR
6087,inactive,Japan,JPY
1457,active,Japan,JPY
1478,active,Canada,CAD
227,active,Germany,EUR
567,active,USA,USD
4579,active,USA,USD
8043,inactive,USA,USD
2852,active,Japan,JPY
7206,inactive,Japan,JPY
6908,inactive,UK,GBP
6196,inactive,Germany,EUR
7558,inactive,Canada,CAD
202,active,Canada,CAD
4255,active,UK,GBP
4037,active,India,INR
7326,inactive,Germany,EUR
714,active,India,INR
2699,active,Germany,EUR
7076,inactive,USA,USD
2565,active,Canada,CAD
6656,inactive,Germany,EUR
7951,inactive,Canada,CAD
2932,active,Canada,CAD
4855,active,Japan,JPY
5499,inactive,India,INR
7397,inactive,Japan,JPY
968,active,Canada,CAD
2301,active,Japan,JPY
5563,inactive,Canada,CAD
2990,active,UK,GBP
2229,active,Japan,JPY
1975,active,USA,USD
6170,inactive,Japan,JPY
8012,inactive,Canada,CAD
85,active,Germany,EUR
2475,active,Germany,EUR
1782,active,Japan,JPY
7677,inactive,India,INR
7829,inactive,USA,USD
7596,inactive,Japan,JPY
2844,active,India,INR
1572,active,India,INR
1340,active,Canada,CAD
8055,inactive,Japan,JPY
1897,active,India,INR
7647,inactive,UK,GBP
5761,inactive,Germany,EUR
4292,active,UK,GBP
3499,active,Canada,CAD
3833,active,UK,GBP
5713,inactive,Japan,JPY
3612,active,Canada,CAD
860,active,India,INR
4029,active,Germany,EUR
686,active,UK,GBP
1513,active,Canada,CAD
5286,inactive,India,INR
4664,active,Canada,CAD
5740,inactive,Germany,EUR
1859,active,Japan,JPY
2417,active,Canada,CAD
1852,active,Germany,EUR
6764,inactive,Japan,JPY
503,active,Canada,CAD
2452,active,Japan,JPY
4470,active,India,INR
7369,inactive,Japan,JPY
732,active,USA,USD
3063,active,UK,GBP
6455,inactive,Japan,JPY
753,active,USA,USD
2856,active,Germany,EUR
8139,inactive,India,INR
2550,active,USA,USD
3535,active,Canada,CAD
3265,active,UK,GBP
7780,inactive,Germany,EUR
504,active,Japan,JPY
3852,active,Canada,CAD
5083,inactive,Japan,JPY
2630,active,UK,GBP
6469,inactive,Japan,JPY
7813,inactive,Japan,JPY
7789,inactive,Canada,CAD
458,active,India,INR
1525,active,India,INR
7819,inactive,Canada,CAD
7453,inactive,USA,USD
7339,inactive,USA,USD
5211,inactive,India,INR
2453,active,Canada,CAD
3607,active,Germany,EUR
969,active,India,INR
3459,active,India,INR
4275,active,Canada,CAD
6193,inactive,Germany,EUR
6718,inactive,Germany,EUR
6945,inactive,India,INR
4923,active,USA,USD
4200,active,Germany,EUR
3613,active,Germany,EUR
30,active,India,INR
2324,active,UK,GBP
3266,active,Germany,EUR
467,active,USA,USD
2682,active,India,INR
126,active,UK,GBP
1085,active,Canada,CAD
5833,inactive,India,INR
3655,active,India,INR
4410,active,USA,USD
3732,active,UK,GBP
2635,active,USA,USD
7697,inactive,USA,USD
559,active,Germany,EUR
3327,active,Germany,EUR
2224,active,Germany,EUR
6267,inactive,UK,GBP
5330,inactive,India,INR
4601,active,USA,USD
5449,inactive,India,INR
5695,inactive,USA,USD
3755,active,Germany,EUR
5578,inactive,UK,GBP
479,active,Germany,EUR
4515,active,India,INR
7279,inactive,Japan,JPY
1509,active,USA,USD
3055,active,UK,GBP
6481,inactive,UK,GBP
3859,active,Germany,EUR
3247,active,India,INR
7940,inactive,India,INR
6109,inactive,Germany,EUR
6434,inactive,USA,USD
4431,active,USA,USD
4767,active,UK,GBP
3777,active,USA,USD
3470,active,Germany,EUR
1237,active,USA,USD
2708,active,Canada,CAD
4812,active,Japan,JPY
6862,inactive,Germany,EUR
3789,active,Japan,JPY
561,active,UK,GBP
5205,inactive,USA,USD
1873,active,USA,USD
7645,inactive,Japan,JPY
5789,inactive,India,INR
5033,inactive,Japan,JPY
6504,inactive,UK,GBP
5464,inactive,India,INR
7361,inactive,USA,USD
2123,active,Germany,EUR
4280,active,UK,GBP
2920,active,Japan,JPY
7041,inactive,USA,USD
2656,active,Germany,EUR
8087,inactive,Germany,EUR
2759,active,UK,GBP
1351,active,India,INR
7039,inactive,USA,USD
5051,inactive,Japan,JPY
7844,inactive,Japan,JPY
6603,inactive,USA,USD
7523,inactive,UK,GBP
840,active,Canada,CAD
6143,inactive,Germany,EUR
6549,inactive,Japan,JPY
585,active,USA,USD
7128,inactive,USA,USD
4002,active,Japan,JPY
424,active,Japan,JPY
3184,active,Canada,CAD
3819,active,UK,GBP
229,active,Japan,JPY
5757,inactive,Japan,JPY
371,active,USA,USD
1678,active,Japan,JPY
7016,inactive,Japan,JPY
1049,active,USA,USD
7914,inactive,Japan,JPY
2614,active,USA,USD
3547,active,Canada,CAD
1930,active,UK,GBP
5215,inactive,UK,GBP
7841,inactive,UK,GBP
7335,inactive,Japan,JPY
2671,active,UK,GBP
4780,active,Canada,CAD
6251,inactive,Germany,EUR
4430,active,Germany,EUR
6922,inactive,Japan,JPY
2040,active,Germany,EUR
1888,active,Germany,EUR
5227,inactive,India,INR
1201,active,Canada,CAD
6881,inactive,USA,USD
1398,active,Canada,CAD
7023,inactive,Japan,JPY
4818,active,Canada,CAD
1980,active,Canada,CAD
6890,inactive,UK,GBP
4364,active,USA,USD
4804,active,Japan,JPY
7309,inactive,Canada,CAD
7640,inactive,USA,USD
2676,active,USA,USD
7945,inactive,USA,USD
5297,inactive,USA,USD
6602,inactive,UK,GBP
650,active,India,INR
4461,active,Canada,CAD
2651,active,India,INR
2118,active,Japan,JPY
6784,inactive,UK,GBP
7897,inactive,Japan,JPY
7126,inactive,UK,GBP
5415,inactive,Japan,JPY
6062,inactive,India,INR
6967,inactive,USA,USD
907,active,Germany,EUR
2946,active,India,INR
5480,inactive,USA,USD
2757,active,USA,USD
7385,inactive,UK,GBP
8112,inactive,Canada,CAD
6242,inactive,India,INR
478,active,Canada,CAD
1890,active,Germany,EUR
2899,active,Canada,CAD
5354,inactive,UK,GBP
4557,active,Canada,CAD
868,active,Germany,EUR
713,active,UK,GBP
7123,inactive,Germany,EUR
2652,active,Japan,JPY
6,active,India,INR
1278,active,USA,USD
2049,active,Japan,JPY
5612,inactive,UK,GBP
7077,inactive,UK,GBP
4189,active,USA,USD
7690,inactive,India,INR
4738,active,USA,USD
4254,active,Germany,EUR
2534,active,UK,GBP
7671,inactive,USA,USD
2725,active,India,INR
6394,inactive,Germany,EUR
7005,inactive,Canada,CAD
506,active,India,INR
