subscription_id,customer_id,renewal_date,subscription_length_months
8773,8673,08-06-2023,3
4497,4397,05-05-2023,3
7316,7216,17-05-2023,3
1992,1892,07-05-2023,1
4711,4611,10-06-2023,12
3324,3224,01-07-2023,1
7674,7574,18-05-2023,1
3133,3033,05-06-2023,6
3986,3886,25-07-2023,3
5611,5511,14-07-2023,1
6832,6732,28-07-2023,12
2828,2728,19-07-2023,3
7202,7102,01-05-2023,12
6359,6259,25-07-2023,3
9827,9727,05-06-2023,1
1706,1606,15-06-2023,1
4779,4679,10-05-2023,12
4486,4386,12-05-2023,6
9347,9247,24-07-2023,3
8538,8438,04-07-2023,3
5532,5432,05-06-2023,12
9889,9789,05-06-2023,3
4765,4665,09-06-2023,6
2778,2678,24-06-2023,6
8245,8145,18-06-2023,3
3126,3026,20-07-2023,3
5914,5814,01-06-2023,12
7196,7096,03-07-2023,3
8189,8089,27-06-2023,12
2986,2886,15-07-2023,12
6651,6551,19-05-2023,1
6942,6842,11-06-2023,3
5502,5402,02-05-2023,3
2997,2897,20-05-2023,1
7089,6989,22-05-2023,12
7081,6981,25-05-2023,12
4449,4349,29-06-2023,3
5508,5408,13-07-2023,1
1368,1268,06-06-2023,3
3074,2974,27-05-2023,6
3267,3167,08-07-2023,3
3758,3658,30-06-2023,6
2613,2513,28-05-2023,12
947,847,12-05-2023,6
6277,6177,04-06-2023,3
1910,1810,15-07-2023,12
1411,1311,31-07-2023,12
3992,3892,12-07-2023,6
5926,5826,08-07-2023,1
4394,4294,16-06-2023,12
4560,4460,15-06-2023,1
6152,6052,01-08-2023,6
7678,7578,25-06-2023,3
9033,8933,20-06-2023,1
9130,9030,09-07-2023,1
5909,5809,05-05-2023,12
3436,3336,10-07-2023,1
3546,3446,23-05-2023,1
704,604,20-05-2023,3
2958,2858,28-07-2023,3
746,646,15-06-2023,3
7910,7810,03-06-2023,3
3724,3624,15-06-2023,3
8453,8353,05-06-2023,12
5546,5446,10-06-2023,12
5429,5329,13-05-2023,6
7263,7163,04-07-2023,12
680,580,31-07-2023,1
8995,8895,23-07-2023,1
6521,6421,03-07-2023,12
1277,1177,27-05-2023,12
6426,6326,22-06-2023,12
3817,3717,24-06-2023,12
7949,7849,01-07-2023,3
1320,1220,29-05-2023,6
2697,2597,27-07-2023,1
8299,8199,09-07-2023,12
3215,3115,13-05-2023,1
5333,5233,10-06-2023,6
9168,9068,13-07-2023,1
5470,5370,27-05-2023,6
2629,2529,14-07-2023,12
913,813,08-07-2023,1
527,427,25-06-2023,1
413,313,24-05-2023,1
4165,4065,11-07-2023,3
7684,7584,03-06-2023,3
3772,3672,02-07-2023,12
5419,5319,29-06-2023,1
7039,6939,11-05-2023,3
9108,9008,23-06-2023,12
4855,4755,03-05-2023,1
873,773,30-06-2023,1
4158,4058,13-05-2023,6
2084,1984,08-06-2023,6
6028,5928,04-05-2023,12
6814,6714,05-06-2023,6
4837,4737,04-05-2023,6
6220,6120,25-07-2023,12
9485,9385,19-07-2023,6
8531,8431,29-07-2023,1
617,517,26-07-2023,3
3686,3586,10-05-2023,6
9587,9487,09-05-2023,1
6673,6573,25-06-2023,12
2150,2050,25-07-2023,12
167,67,29-05-2023,1
1578,1478,11-07-2023,3
3207,3107,16-05-2023,6
10100,10000,18-07-2023,1
2515,2415,17-05-2023,6
822,722,29-06-2023,3
3394,3294,13-06-2023,1
8726,8626,13-07-2023,1
9660,9560,09-05-2023,6
1908,1808,19-06-2023,6
1202,1102,23-06-2023,3
2327,2227,20-07-2023,1
5086,4986,30-06-2023,12
5997,5897,13-05-2023,6
676,576,26-06-2023,3
3889,3789,17-07-2023,1
9833,9733,25-06-2023,6
6175,6075,09-06-2023,1
9600,9500,24-05-2023,1
1175,1075,04-05-2023,6
8481,8381,03-06-2023,6
2450,2350,15-06-2023,12
212,112,19-05-2023,12
10037,9937,20-05-2023,6
8830,8730,20-05-2023,1
8589,8489,24-06-2023,1
4347,4247,20-06-2023,12
7216,7116,20-07-2023,6
2924,2824,12-05-2023,1
329,229,25-07-2023,3
2942,2842,10-06-2023,6
4188,4088,02-07-2023,1
2723,2623,15-06-2023,12
4992,4892,28-06-2023,6
9144,9044,20-07-2023,12
7461,7361,13-05-2023,1
6815,6715,13-07-2023,1
9893,9793,01-06-2023,12
5433,5333,16-07-2023,12
1531,1431,06-06-2023,12
4925,4825,01-08-2023,1
4313,4213,04-05-2023,1
9001,8901,13-06-2023,12
247,147,17-07-2023,12
6132,6032,05-06-2023,1
5023,4923,24-06-2023,1
5517,5417,10-06-2023,6
355,255,11-05-2023,3
3631,3531,09-05-2023,1
6387,6287,24-06-2023,12
3134,3034,29-06-2023,3
1547,1447,20-07-2023,6
9276,9176,30-05-2023,1
1507,1407,28-06-2023,1
3930,3830,31-07-2023,6
9908,9808,29-06-2023,6
2822,2722,20-06-2023,6
1676,1576,03-07-2023,6
9259,9159,23-07-2023,3
3677,3577,18-05-2023,6
4719,4619,30-07-2023,12
2846,2746,01-06-2023,1
5481,5381,10-05-2023,1
2904,2804,28-05-2023,1
4227,4127,20-06-2023,6
1250,1150,22-06-2023,1
9120,9020,07-05-2023,12
7914,7814,01-05-2023,1
9749,9649,01-05-2023,12
4717,4617,10-05-2023,6
4672,4572,01-06-2023,12
3440,3340,26-06-2023,1
9543,9443,15-07-2023,3
2387,2287,17-05-2023,12
5156,5056,21-07-2023,6
4729,4629,23-07-2023,3
4083,3983,04-07-2023,3
596,496,18-06-2023,6
3613,3513,07-05-2023,6
9261,9161,07-05-2023,6
4650,4550,09-07-2023,12
4995,4895,15-07-2023,3
6592,6492,22-07-2023,6
3825,3725,28-07-2023,12
9670,9570,09-07-2023,6
6528,6428,03-05-2023,12
1346,1246,26-05-2023,3
717,617,25-07-2023,1
7145,7045,20-07-2023,3
3648,3548,14-06-2023,1
1224,1124,08-05-2023,12
642,542,21-05-2023,6
5966,5866,08-07-2023,12
5496,5396,21-05-2023,12
2156,2056,30-06-2023,6
5520,5420,29-06-2023,3
7922,7822,09-07-2023,6
4832,4732,27-06-2023,12
3642,3542,10-07-2023,3
8864,8764,23-05-2023,6
591,491,21-06-2023,1
8272,8172,30-07-2023,3
7241,7141,16-06-2023,1
5296,5196,09-06-2023,12
2894,2794,10-06-2023,12
7284,7184,25-06-2023,1
7503,7403,22-07-2023,3
6948,6848,18-05-2023,6
9846,9746,14-07-2023,1
8745,8645,25-05-2023,12
5670,5570,17-06-2023,3
1496,1396,25-06-2023,3
152,52,22-05-2023,1
5369,5269,09-06-2023,12
9759,9659,05-05-2023,3
9960,9860,14-06-2023,3
9949,9849,09-07-2023,1
4170,4070,03-07-2023,1
4543,4443,21-05-2023,6
9362,9262,03-07-2023,3
8349,8249,01-07-2023,12
3057,2957,29-05-2023,12
7550,7450,07-07-2023,6
2710,2610,20-06-2023,12
1319,1219,22-06-2023,12
8072,7972,26-05-2023,1
1257,1157,06-06-2023,6
1347,1247,12-05-2023,3
4482,4382,26-05-2023,1
2600,2500,19-05-2023,6
306,206,09-06-2023,12
723,623,07-07-2023,12
2500,2400,04-07-2023,12
2063,1963,22-07-2023,3
1911,1811,24-06-2023,3
2660,2560,16-05-2023,6
5632,5532,22-07-2023,3
9059,8959,18-05-2023,3
5513,5413,28-05-2023,3
2131,2031,12-05-2023,12
7663,7563,14-07-2023,3
769,669,06-05-2023,6
2110,2010,23-05-2023,6
8041,7941,15-07-2023,12
8428,8328,03-05-2023,1
7139,7039,18-06-2023,1
8362,8262,21-06-2023,1
6177,6077,08-05-2023,1
4803,4703,06-05-2023,6
9456,9356,22-05-2023,6
7221,7121,06-06-2023,6
7546,7446,19-07-2023,1
535,435,17-06-2023,1
8808,8708,15-05-2023,6
2544,2444,10-05-2023,3
4276,4176,09-06-2023,1
1017,917,06-05-2023,1
3446,3346,16-06-2023,6
4710,4610,12-07-2023,1
2676,2576,11-07-2023,1
2173,2073,08-07-2023,6
4994,4894,11-05-2023,1
7422,7322,05-07-2023,6
9139,9039,01-05-2023,3
6979,6879,07-05-2023,1
5642,5542,17-07-2023,12
4479,4379,17-07-2023,3
2756,2656,13-05-2023,12
2827,2727,14-05-2023,12
5935,5835,18-07-2023,6
9172,9072,31-07-2023,1
4092,3992,07-06-2023,12
6324,6224,10-05-2023,12
9613,9513,01-08-2023,1
6114,6014,02-05-2023,3
9246,9146,31-05-2023,6
8802,8702,18-07-2023,6
5163,5063,08-06-2023,12
9795,9695,26-05-2023,3
6124,6024,05-05-2023,1
2983,2883,09-06-2023,6
185,85,30-07-2023,3
9052,8952,11-06-2023,6
3593,3493,03-06-2023,6
6188,6088,04-06-2023,1
9112,9012,04-06-2023,12
8463,8363,01-06-2023,12
9806,9706,25-07-2023,3
7535,7435,25-05-2023,6
2693,2593,01-06-2023,1
1896,1796,03-07-2023,3
1480,1380,15-07-2023,1
9882,9782,11-06-2023,3
1653,1553,02-05-2023,12
3811,3711,17-07-2023,1
7774,7674,10-06-2023,6
9254,9154,22-05-2023,12
8541,8441,07-07-2023,1
6280,6180,18-05-2023,12
5934,5834,20-05-2023,3
9248,9148,27-07-2023,3
2797,2697,18-05-2023,6
9865,9765,01-05-2023,3
8092,7992,06-07-2023,3
4266,4166,23-05-2023,12
2495,2395,07-06-2023,6
1414,1314,13-07-2023,6
6332,6232,10-07-2023,1
7973,7873,15-07-2023,12
6648,6548,29-06-2023,12
3176,3076,24-06-2023,3
9405,9305,22-05-2023,3
4564,4464,31-05-2023,6
4467,4367,07-07-2023,1
3452,3352,05-07-2023,3
4259,4159,06-05-2023,1
4907,4807,10-05-2023,1
9584,9484,09-06-2023,3
1485,1385,04-05-2023,1
722,622,22-06-2023,1
7095,6995,02-05-2023,1
4751,4651,23-07-2023,1
8573,8473,11-07-2023,12
7227,7127,27-05-2023,3
6539,6439,21-06-2023,3
9518,9418,07-07-2023,3
7797,7697,05-05-2023,1
7322,7222,04-06-2023,3
3385,3285,29-06-2023,12
1888,1788,04-06-2023,3
7773,7673,10-06-2023,6
6416,6316,27-06-2023,6
2047,1947,01-05-2023,1
8809,8709,10-05-2023,12
5808,5708,27-06-2023,6
504,404,28-06-2023,6
8825,8725,20-07-2023,6
7049,6949,28-06-2023,1
3035,2935,14-07-2023,1
9242,9142,10-06-2023,3
4015,3915,08-07-2023,12
211,111,08-06-2023,6
3801,3701,01-07-2023,3
8876,8776,28-06-2023,1
4640,4540,21-06-2023,6
8250,8150,05-06-2023,3
8043,7943,29-06-2023,3
2872,2772,28-07-2023,12
8228,8128,24-05-2023,12
6377,6277,22-07-2023,1
7448,7348,03-05-2023,3
370,270,23-05-2023,6
7256,7156,22-05-2023,6
4549,4449,21-06-2023,1
2714,2614,12-07-2023,3
481,381,18-06-2023,12
4405,4305,01-08-2023,3
7213,7113,26-05-2023,3
8269,8169,19-06-2023,6
7751,7651,30-05-2023,3
313,213,15-07-2023,3
2403,2303,15-07-2023,3
1452,1352,13-05-2023,12
9182,9082,05-05-2023,3
6458,6358,11-05-2023,6
7234,7134,01-08-2023,1
6527,6427,10-07-2023,3
7466,7366,27-07-2023,1
7402,7302,30-05-2023,6
5585,5485,11-06-2023,1
3915,3815,16-07-2023,1
3615,3515,21-06-2023,3
210,110,20-05-2023,6
6447,6347,05-07-2023,1
7211,7111,19-06-2023,1
8929,8829,21-06-2023,12
5416,5316,26-06-2023,6
9832,9732,30-05-2023,6
4763,4663,21-07-2023,6
9929,9829,23-05-2023,12
3900,3800,23-07-2023,6
6346,6246,21-07-2023,3
2350,2250,12-05-2023,1
7181,7081,04-05-2023,3
200,100,05-05-2023,3
8003,7903,28-07-2023,6
6429,6329,29-06-2023,12
6606,6506,11-05-2023,12
9083,8983,21-07-2023,3
2346,2246,23-06-2023,1
5242,5142,25-06-2023,6
3352,3252,28-06-2023,3
1981,1881,18-07-2023,6
6686,6586,19-06-2023,6
6381,6281,29-07-2023,6
6321,6221,18-06-2023,6
170,70,19-06-2023,6
4400,4300,06-07-2023,1
3465,3365,26-07-2023,6
1534,1434,23-07-2023,6
7935,7835,23-06-2023,1
4850,4750,05-07-2023,6
6973,6873,25-05-2023,6
2229,2129,31-07-2023,6
6482,6382,09-05-2023,6
7521,7421,02-05-2023,1
7975,7875,03-05-2023,12
5615,5515,04-07-2023,12
796,696,29-05-2023,6
8770,8670,15-05-2023,6
960,860,26-06-2023,1
7193,7093,26-05-2023,3
6537,6437,23-05-2023,3
3239,3139,06-07-2023,3
616,516,31-05-2023,6
6736,6636,01-07-2023,3
8273,8173,24-07-2023,1
7911,7811,25-07-2023,3
8210,8110,19-05-2023,3
2670,2570,22-05-2023,6
808,708,30-07-2023,1
2527,2427,28-07-2023,12
3839,3739,16-05-2023,3
9397,9297,25-07-2023,6
5249,5149,10-06-2023,1
7104,7004,18-06-2023,1
8718,8618,16-06-2023,12
6304,6204,05-05-2023,6
4194,4094,18-06-2023,6
6692,6592,14-05-2023,3
3776,3676,02-05-2023,3
3234,3134,21-06-2023,6
3233,3133,31-05-2023,1
7945,7845,03-05-2023,12
7844,7744,28-07-2023,12
3122,3022,18-07-2023,6
7285,7185,04-06-2023,6
3980,3880,09-05-2023,3
5884,5784,28-07-2023,12
399,299,20-06-2023,12
2726,2626,29-05-2023,6
4189,4089,17-06-2023,12
8578,8478,29-05-2023,6
6683,6583,30-07-2023,12
1873,1773,22-06-2023,6
2433,2333,24-07-2023,12
1858,1758,23-06-2023,3
4999,4899,17-05-2023,1
9835,9735,10-07-2023,6
10099,9999,26-07-2023,1
2483,2383,19-05-2023,1
967,867,08-07-2023,6
3848,3748,03-07-2023,1
9601,9501,04-07-2023,12
4611,4511,28-07-2023,6
8181,8081,24-07-2023,3
4035,3935,14-06-2023,6
1835,1735,15-05-2023,12
536,436,01-05-2023,12
2020,1920,23-06-2023,3
3415,3315,17-07-2023,1
4183,4083,23-07-2023,1
4219,4119,24-05-2023,12
8530,8430,25-06-2023,3
9813,9713,31-05-2023,3
7277,7177,02-07-2023,6
7195,7095,20-06-2023,3
5199,5099,27-06-2023,12
8305,8205,20-07-2023,1
4310,4210,08-07-2023,12
6075,5975,07-06-2023,6
4213,4113,24-06-2023,3
9751,9651,22-07-2023,3
6544,6444,22-06-2023,6
2305,2205,04-07-2023,3
4384,4284,01-06-2023,12
4130,4030,15-06-2023,3
3094,2994,12-05-2023,1
7484,7384,04-06-2023,3
2125,2025,14-05-2023,6
1795,1695,17-06-2023,12
4351,4251,26-05-2023,12
2154,2054,19-05-2023,6
5102,5002,25-06-2023,3
7338,7238,13-05-2023,1
5472,5372,26-05-2023,12
784,684,27-06-2023,6
5956,5856,06-05-2023,1
8357,8257,20-05-2023,1
5545,5445,05-05-2023,3
7749,7649,05-06-2023,12
5920,5820,03-07-2023,3
9549,9449,19-07-2023,3
8951,8851,21-07-2023,3
5346,5246,06-06-2023,6
2326,2226,26-07-2023,6
9454,9354,15-06-2023,6
9726,9626,16-07-2023,6
7754,7654,27-07-2023,12
1559,1459,21-07-2023,3
2431,2331,25-07-2023,3
9479,9379,12-07-2023,3
4903,4803,08-05-2023,6
8147,8047,23-06-2023,3
8869,8769,25-06-2023,3
5939,5839,16-07-2023,12
7064,6964,29-06-2023,6
2912,2812,16-06-2023,6
7162,7062,03-05-2023,1
8697,8597,03-05-2023,1
3606,3506,08-07-2023,1
6168,6068,19-07-2023,12
10092,9992,07-05-2023,3
9306,9206,08-06-2023,6
8755,8655,28-06-2023,3
8372,8272,01-08-2023,3
6042,5942,06-06-2023,12
6403,6303,11-05-2023,1
4096,3996,26-06-2023,1
3274,3174,14-07-2023,6
5004,4904,15-05-2023,6
6421,6321,04-07-2023,3
6653,6553,10-07-2023,12
9331,9231,25-07-2023,1
7755,7655,02-05-2023,1
8826,8726,18-05-2023,3
3069,2969,05-05-2023,12
5372,5272,19-05-2023,3
136,36,17-07-2023,6
8836,8736,16-06-2023,1
1026,926,18-05-2023,6
9409,9309,11-06-2023,1
1327,1227,03-07-2023,12
1545,1445,06-06-2023,1
2312,2212,01-06-2023,3
5443,5343,30-05-2023,3
3044,2944,23-06-2023,1
7529,7429,30-06-2023,1
5563,5463,12-07-2023,3
2234,2134,07-06-2023,3
6293,6193,19-05-2023,12
8904,8804,31-05-2023,3
6419,6319,05-07-2023,6
7004,6904,20-05-2023,12
5969,5869,06-05-2023,6
2037,1937,28-06-2023,6
2831,2731,14-05-2023,1
4595,4495,31-05-2023,3
661,561,09-06-2023,3
4513,4413,15-06-2023,12
7410,7310,23-07-2023,3
282,182,16-07-2023,12
4217,4117,31-05-2023,12
3843,3743,27-05-2023,12
7590,7490,10-05-2023,1
4799,4699,28-06-2023,3
7333,7233,23-05-2023,3
2624,2524,30-05-2023,12
1621,1521,12-05-2023,1
2758,2658,11-07-2023,6
3422,3322,07-05-2023,12
747,647,24-07-2023,12
2362,2262,15-06-2023,1
6362,6262,01-07-2023,6
2316,2216,14-05-2023,6
1541,1441,06-05-2023,6
3867,3767,01-05-2023,3
3563,3463,20-05-2023,1
4190,4090,18-07-2023,3
1292,1192,11-07-2023,3
332,232,15-05-2023,6
4861,4761,29-05-2023,6
9816,9716,09-07-2023,3
2093,1993,21-06-2023,1
7829,7729,27-06-2023,1
4044,3944,05-06-2023,6
6078,5978,09-05-2023,1
8352,8252,11-06-2023,3
9452,9352,14-05-2023,1
9899,9799,12-07-2023,3
5460,5360,24-06-2023,6
7214,7114,13-07-2023,3
2965,2865,29-05-2023,12
3609,3509,08-06-2023,1
9325,9225,21-05-2023,6
8429,8329,07-05-2023,6
5785,5685,12-05-2023,6
6754,6654,24-07-2023,12
8996,8896,29-07-2023,3
3038,2938,02-06-2023,6
2268,2168,01-07-2023,1
1773,1673,26-07-2023,1
961,861,24-05-2023,3
6664,6564,04-07-2023,1
9210,9110,14-07-2023,1
8658,8558,31-07-2023,6
7972,7872,20-07-2023,3
6719,6619,04-06-2023,12
7485,7385,10-06-2023,3
2988,2888,30-07-2023,3
5724,5624,28-05-2023,1
4235,4135,14-05-2023,6
5422,5322,24-06-2023,6
7651,7551,07-07-2023,12
2871,2771,08-07-2023,1
5348,5248,19-05-2023,3
7811,7711,06-07-2023,6
5665,5565,30-06-2023,6
9753,9653,10-07-2023,1
7340,7240,12-06-2023,1
6641,6541,25-07-2023,6
6363,6263,09-05-2023,3
4523,4423,25-07-2023,3
2543,2443,07-05-2023,12
9956,9856,21-06-2023,12
7522,7422,22-07-2023,1
7083,6983,21-05-2023,12
1362,1262,06-07-2023,1
3062,2962,29-06-2023,12
193,93,06-07-2023,12
2356,2256,21-07-2023,12
2611,2511,05-05-2023,3
284,184,26-05-2023,1
4568,4468,07-05-2023,6
3077,2977,14-05-2023,12
1300,1200,01-05-2023,1
894,794,19-06-2023,1
3881,3781,17-06-2023,1
5912,5812,10-06-2023,1
1502,1402,17-07-2023,12
2811,2711,08-07-2023,6
3933,3833,26-07-2023,1
4551,4451,08-06-2023,12
3723,3623,03-06-2023,1
8378,8278,17-05-2023,6
5673,5573,13-06-2023,6
3763,3663,29-05-2023,1
3705,3605,01-08-2023,1
2459,2359,10-07-2023,12
1082,982,15-06-2023,1
566,466,04-06-2023,1
4329,4229,18-06-2023,3
2422,2322,02-05-2023,6
5169,5069,20-07-2023,1
9524,9424,31-07-2023,3
7167,7067,08-05-2023,3
9647,9547,29-06-2023,1
1697,1597,03-06-2023,3
1230,1130,03-05-2023,3
5762,5662,05-06-2023,12
2792,2692,05-05-2023,1
8363,8263,16-05-2023,6
1912,1812,25-06-2023,3
9037,8937,16-07-2023,1
4849,4749,10-07-2023,6
2021,1921,03-05-2023,1
9414,9314,16-05-2023,1
801,701,13-05-2023,6
9048,8948,10-07-2023,1
6921,6821,16-05-2023,12
4952,4852,29-06-2023,12
841,741,21-07-2023,12
3898,3798,07-05-2023,12
3783,3683,03-05-2023,1
182,82,22-05-2023,3
2730,2630,26-05-2023,6
1948,1848,05-05-2023,6
9742,9642,17-07-2023,3
1977,1877,23-07-2023,12
6668,6568,12-06-2023,6
945,845,15-05-2023,12
5489,5389,20-05-2023,6
9618,9518,23-07-2023,6
2832,2732,04-05-2023,12
783,683,23-05-2023,12
861,761,23-05-2023,12
3711,3611,26-06-2023,3
6422,6322,04-06-2023,6
4623,4523,27-06-2023,12
4392,4292,12-06-2023,12
5105,5005,09-05-2023,6
4254,4154,27-07-2023,12
7294,7194,07-07-2023,1
6966,6866,26-06-2023,6
5082,4982,24-06-2023,12
696,596,22-07-2023,6
3975,3875,16-07-2023,3
2232,2132,04-05-2023,1
534,434,14-07-2023,1
8585,8485,08-05-2023,1
839,739,04-06-2023,3
6218,6118,18-07-2023,3
7524,7424,16-05-2023,3
6093,5993,28-06-2023,12
1970,1870,08-05-2023,6
8676,8576,18-05-2023,12
1127,1027,11-06-2023,3
8312,8212,15-06-2023,6
8414,8314,26-07-2023,3
8839,8739,14-07-2023,6
4203,4103,14-05-2023,1
4726,4626,14-06-2023,6
9695,9595,19-05-2023,12
2786,2686,17-07-2023,1
3973,3873,18-07-2023,6
4794,4694,05-05-2023,3
3614,3514,23-05-2023,3
9125,9025,17-07-2023,6
5876,5776,05-06-2023,3
1493,1393,23-07-2023,3
6582,6482,17-06-2023,6
6488,6388,07-06-2023,1
8388,8288,21-07-2023,6
9798,9698,30-05-2023,6
6121,6021,12-05-2023,12
1927,1827,11-07-2023,6
7734,7634,14-05-2023,12
1876,1776,18-07-2023,3
9147,9047,14-06-2023,6
2023,1923,26-06-2023,12
8447,8347,04-07-2023,1
1508,1408,16-07-2023,6
1735,1635,05-05-2023,1
7464,7364,01-08-2023,12
1482,1382,17-06-2023,3
9891,9791,27-07-2023,3
1475,1375,15-07-2023,3
4256,4156,05-05-2023,1
1822,1722,17-05-2023,3
5363,5263,19-06-2023,12
5855,5755,21-07-2023,1
357,257,07-05-2023,1
8503,8403,09-07-2023,1
5286,5186,05-06-2023,6
8837,8737,14-05-2023,12
411,311,19-06-2023,3
2743,2643,25-05-2023,1
6198,6098,12-06-2023,6
6707,6607,26-05-2023,6
1596,1496,12-05-2023,12
8993,8893,05-05-2023,12
1594,1494,22-07-2023,3
6235,6135,05-05-2023,6
9442,9342,30-07-2023,3
8322,8222,13-06-2023,1
2148,2048,01-07-2023,6
8353,8253,09-05-2023,3
8742,8642,10-07-2023,3
8706,8606,26-06-2023,12
4157,4057,01-06-2023,12
3863,3763,07-07-2023,1
1018,918,21-06-2023,6
8847,8747,31-05-2023,3
1059,959,26-07-2023,1
5224,5124,29-05-2023,1
5750,5650,24-05-2023,1
1133,1033,31-07-2023,6
9821,9721,02-05-2023,1
5038,4938,07-06-2023,1
138,38,25-05-2023,3
10023,9923,08-06-2023,3
4512,4412,08-07-2023,3
1722,1622,08-05-2023,3
9066,8966,10-05-2023,1
5830,5730,20-07-2023,12
9462,9362,25-07-2023,3
8225,8125,27-06-2023,1
8193,8093,17-07-2023,12
2661,2561,30-06-2023,6
4798,4698,11-07-2023,3
7919,7819,12-06-2023,6
2615,2515,13-06-2023,1
4427,4327,03-07-2023,12
7591,7491,10-05-2023,12
2395,2295,09-06-2023,3
10093,9993,18-07-2023,6
1372,1272,04-06-2023,1
8022,7922,17-05-2023,1
1321,1221,25-06-2023,1
10075,9975,16-06-2023,3
800,700,07-05-2023,1
3054,2954,08-05-2023,12
5445,5345,17-05-2023,12
3121,3021,05-06-2023,1
7648,7548,25-05-2023,6
9782,9682,08-05-2023,12
7086,6986,15-07-2023,12
8889,8789,12-07-2023,1
2669,2569,07-06-2023,3
4285,4185,31-07-2023,3
1383,1283,31-05-2023,3
7126,7026,21-07-2023,12
3770,3670,28-07-2023,12
2636,2536,14-07-2023,1
9410,9310,10-07-2023,3
6260,6160,20-05-2023,1
797,697,24-07-2023,1
9855,9755,14-05-2023,6
5780,5680,23-07-2023,6
9191,9091,06-07-2023,1
7174,7074,01-08-2023,6
3442,3342,14-07-2023,12
7270,7170,03-06-2023,6
9729,9629,25-07-2023,1
6335,6235,20-07-2023,6
7991,7891,01-05-2023,1
4100,4000,30-07-2023,1
2049,1949,26-05-2023,6
3013,2913,18-06-2023,12
6473,6373,08-05-2023,3
9291,9191,02-07-2023,12
885,785,03-07-2023,12
1303,1203,28-06-2023,12
7767,7667,01-05-2023,1
2516,2416,06-06-2023,12
4923,4823,18-05-2023,3
1187,1087,26-07-2023,3
6696,6596,05-05-2023,3
8179,8079,28-06-2023,3
6463,6363,11-06-2023,3
4537,4437,08-07-2023,12
3410,3310,09-05-2023,1
2976,2876,14-06-2023,3
9532,9432,22-07-2023,6
2262,2162,01-07-2023,6
6837,6737,14-07-2023,3
620,520,26-06-2023,6
8915,8815,19-06-2023,1
6233,6133,19-07-2023,12
5032,4932,16-06-2023,3
2511,2411,18-06-2023,3
4563,4463,02-05-2023,6
3958,3858,02-06-2023,12
4118,4018,08-06-2023,1
280,180,29-07-2023,3
8493,8393,06-07-2023,12
6554,6454,01-07-2023,3
8294,8194,28-07-2023,1
10032,9932,30-05-2023,6
8640,8540,26-07-2023,3
6670,6570,05-05-2023,12
5965,5865,31-05-2023,3
780,680,20-07-2023,3
1176,1076,08-07-2023,6
5261,5161,12-06-2023,1
2521,2421,31-05-2023,3
4430,4330,04-06-2023,3
4612,4512,11-07-2023,12
6479,6379,18-07-2023,1
1334,1234,13-07-2023,3
257,157,29-06-2023,1
5656,5556,21-07-2023,1
3616,3516,30-07-2023,3
8257,8157,21-06-2023,12
5053,4953,14-05-2023,12
7377,7277,14-06-2023,12
3115,3015,10-07-2023,6
6370,6270,01-08-2023,12
5826,5726,09-07-2023,1
2291,2191,21-07-2023,1
3084,2984,15-07-2023,3
5068,4968,22-07-2023,1
1125,1025,09-06-2023,12
2386,2286,26-06-2023,6
508,408,08-06-2023,3
603,503,03-05-2023,6
1644,1544,15-07-2023,3
7859,7759,28-07-2023,1
6688,6588,18-06-2023,1
8992,8892,26-05-2023,1
454,354,29-05-2023,3
10065,9965,24-05-2023,6
5777,5677,19-06-2023,12
3528,3428,01-06-2023,3
2639,2539,16-07-2023,3
2674,2574,05-06-2023,6
5375,5275,01-05-2023,3
1373,1273,02-06-2023,12
3170,3070,02-05-2023,12
6008,5908,28-07-2023,1
6041,5941,01-07-2023,6
1302,1202,17-07-2023,1
7561,7461,03-06-2023,6
7165,7065,28-05-2023,6
554,454,25-07-2023,6
9817,9717,09-06-2023,6
4374,4274,02-06-2023,12
110,10,22-06-2023,12
9642,9542,21-06-2023,6
496,396,07-07-2023,12
2722,2622,22-06-2023,1
9649,9549,01-07-2023,3
7251,7151,28-06-2023,3
601,501,08-06-2023,12
3658,3558,10-06-2023,3
8533,8433,12-06-2023,1
1980,1880,11-05-2023,3
8787,8687,28-07-2023,12
3653,3553,29-07-2023,12
3514,3414,22-05-2023,12
6657,6557,19-06-2023,1
9807,9707,14-05-2023,12
5732,5632,17-06-2023,3
8239,8139,28-07-2023,6
9898,9798,09-05-2023,6
9585,9485,31-07-2023,3
5666,5566,19-05-2023,6
804,704,21-05-2023,3
4748,4648,16-06-2023,6
2909,2809,18-07-2023,12
3640,3540,28-06-2023,3
7123,7023,31-05-2023,3
8539,8439,17-07-2023,3
277,177,22-07-2023,3
4529,4429,15-07-2023,1
1504,1404,25-06-2023,12
6149,6049,04-06-2023,1
4166,4066,14-05-2023,1
2400,2300,31-07-2023,1
6968,6868,08-05-2023,1
3219,3119,29-05-2023,6
6947,6847,03-07-2023,3
8604,8504,01-07-2023,12
8593,8493,04-05-2023,3
6130,6030,08-05-2023,6
338,238,12-05-2023,12
7543,7443,22-06-2023,12
2524,2424,25-06-2023,6
3513,3413,28-05-2023,1
5044,4944,25-06-2023,12
4260,4160,30-07-2023,1
993,893,03-07-2023,12
4885,4785,29-05-2023,6
7706,7606,07-07-2023,1
1360,1260,15-05-2023,12
8805,8705,08-06-2023,6
826,726,04-06-2023,3
