payment_id,subscription_id,amount,payment_date
1111,806,24.99,2023-06-17
1112,807,42.99,2023-07-25
1113,808,499.0,2023-07-30
1114,809,24.99,2023-07-24
1115,810,24.99,2023-06-02
1116,811,4.49,2023-06-14
1117,811,4.49,2023-07-14
1118,812,499.0,2023-05-04
1119,812,499.0,2023-06-03
1120,812,499.0,2023-07-03
1121,813,3.99,2023-07-09
1122,814,1199.0,2023-06-11
1123,815,1539.99,2023-06-25
1124,816,37.99,2023-05-19
1125,817,1539.99,2023-07-24
1126,818,4.49,2023-07-24
1127,819,3.99,2023-06-14
1128,819,3.99,2023-07-14
1129,820,17.99,2023-05-26
1130,821,6.49,2023-07-29
1131,822,1199.0,2023-06-29
1132,823,10.99,2023-05-31
1133,824,1539.99,2023-05-04
1134,825,47.99,2023-07-31
1135,826,17.99,2023-06-04
1136,827,42.99,2023-06-18
1137,828,4.49,2023-07-02
1138,829,4.99,2023-06-14
1139,829,4.99,2023-07-14
1140,830,22.49,2023-07-22
1141,831,24.99,2023-07-14
1142,832,47.99,2023-07-03
1143,833,499.0,2023-07-26
1144,834,37.99,2023-05-10
1145,835,548.99,2023-07-17
1146,836,59.99,2023-06-02
1147,837,2749.99,2023-07-19
1148,838,37.99,2023-05-05
1149,839,1539.99,2023-06-04
1150,840,31.99,2023-05-22
1151,841,5299.99,2023-07-21
1152,842,4.49,2023-05-20
1153,842,4.49,2023-06-19
1154,842,4.49,2023-07-19
1155,845,3899.0,2023-06-23
1156,846,47.99,2023-05-22
1157,847,12.49,2023-05-20
1158,848,19.99,2023-05-30
1159,849,47.99,2023-05-09
1160,850,499.0,2023-05-05
1161,850,499.0,2023-06-04
1162,850,499.0,2023-07-04
1163,851,1539.99,2023-06-15
1164,852,4.99,2023-05-18
1165,852,4.99,2023-06-17
1166,852,4.99,2023-07-17
1167,853,24.99,2023-07-05
1168,854,5299.99,2023-06-12
1169,855,1199.0,2023-05-27
1170,856,548.99,2023-05-04
1171,856,548.99,2023-06-03
1172,856,548.99,2023-07-03
1173,857,6.49,2023-06-16
1174,857,6.49,2023-07-16
1175,858,22.49,2023-07-09
1176,859,47.99,2023-06-17
1177,860,42.99,2023-05-05
1178,861,5299.99,2023-05-23
1179,862,13.99,2023-07-03
1180,863,548.99,2023-05-14
1181,863,548.99,2023-06-13
1182,863,548.99,2023-07-13
1183,864,2749.99,2023-07-10
1184,865,10.99,2023-07-29
1185,866,4.49,2023-06-20
1186,866,4.49,2023-07-20
1187,867,42.99,2023-07-29
1188,868,2749.99,2023-07-04
1189,869,5299.99,2023-06-21
1190,870,59.99,2023-07-12
1191,871,3.99,2023-07-05
1192,872,2749.99,2023-05-07
1193,873,6.49,2023-06-30
1194,873,6.49,2023-07-30
1195,874,47.99,2023-06-03
1196,875,13.99,2023-07-20
1197,876,31.99,2023-07-11
1198,877,4.99,2023-07-09
1199,878,47.99,2023-06-11
1200,879,12.49,2023-06-23
1201,880,1199.0,2023-07-30
1202,881,3899.0,2023-05-02
1203,882,499.0,2023-07-02
1204,883,1199.0,2023-05-21
1205,884,3.99,2023-07-24
1206,885,59.99,2023-07-03
1207,886,4.99,2023-05-01
1208,886,4.99,2023-05-31
1209,886,4.99,2023-06-30
1210,886,4.99,2023-07-30
1211,887,499.0,2023-07-19
1212,888,24.99,2023-07-20
1213,889,4.99,2023-07-08
1214,890,2749.99,2023-05-20
1215,891,37.99,2023-07-25
1216,892,1539.99,2023-06-08
1217,893,3899.0,2023-05-04
1218,894,3.99,2023-06-19
1219,894,3.99,2023-07-19
1220,895,6.49,2023-07-22
1221,896,13.99,2023-06-21
1222,897,499.0,2023-06-25
1223,897,499.0,2023-07-25
1224,898,6.49,2023-06-17
1225,898,6.49,2023-07-17
1226,899,10.99,2023-07-15
1227,900,4.99,2023-07-06
1228,901,24.99,2023-07-09
1229,902,3.99,2023-05-30
1230,902,3.99,2023-06-29
1231,902,3.99,2023-07-29
1232,903,1539.99,2023-07-16
1233,904,1539.99,2023-07-30
1234,905,6.49,2023-07-07
1235,906,42.99,2023-07-30
1236,907,47.99,2023-06-29
1237,908,19.99,2023-07-04
1238,909,4.49,2023-06-01
1239,909,4.49,2023-07-01
1240,909,4.49,2023-07-31
1241,910,499.0,2023-06-11
1242,910,499.0,2023-07-11
1243,911,42.99,2023-07-05
1244,912,2749.99,2023-06-03
1245,913,548.99,2023-07-08
1246,914,4.99,2023-07-21
1247,915,499.0,2023-05-04
1248,915,499.0,2023-06-03
1249,915,499.0,2023-07-03
1250,916,42.99,2023-05-11
1251,917,548.99,2023-06-21
1252,917,548.99,2023-07-21
1253,918,548.99,2023-05-25
1254,918,548.99,2023-06-24
1255,918,548.99,2023-07-24
1256,919,37.99,2023-07-02
1257,920,548.99,2023-06-22
1258,920,548.99,2023-07-22
1259,921,4.49,2023-07-30
1260,922,1539.99,2023-05-08
1261,923,1539.99,2023-06-28
1262,924,3899.0,2023-06-05
1263,925,10.99,2023-06-02
1264,926,4.49,2023-07-31
1265,927,1199.0,2023-06-07
1266,928,3899.0,2023-07-22
1267,929,1999.0,2023-05-03
1268,930,37.99,2023-07-21
1269,931,1539.99,2023-05-02
1270,931,1539.99,2023-07-31
1271,932,10.99,2023-05-28
1272,933,6.49,2023-07-23
1273,934,4.99,2023-06-09
1274,934,4.99,2023-07-09
1275,935,42.99,2023-05-30
1276,936,31.99,2023-06-16
1277,937,1999.0,2023-06-11
1278,938,3.99,2023-06-22
1279,938,3.99,2023-07-22
1280,939,1999.0,2023-07-09
1281,940,6.49,2023-07-24
1282,941,24.99,2023-07-13
1283,942,24.99,2023-06-04
1284,943,13.99,2023-07-20
1285,944,499.0,2023-07-21
1286,945,59.99,2023-05-15
1287,946,31.99,2023-06-29
1288,947,24.99,2023-05-12
1289,948,1199.0,2023-05-31
1290,949,499.0,2023-07-17
1291,950,31.99,2023-06-25
1292,951,10.99,2023-07-25
1293,952,4.99,2023-06-14
1294,952,4.99,2023-07-14
1295,953,3.99,2023-05-22
1296,953,3.99,2023-06-21
1297,953,3.99,2023-07-21
1298,954,6.49,2023-05-26
1299,954,6.49,2023-06-25
1300,954,6.49,2023-07-25
1301,955,59.99,2023-05-16
1302,956,12.49,2023-07-24
1303,957,499.0,2023-06-15
1304,957,499.0,2023-07-15
1305,958,548.99,2023-05-19
1306,958,548.99,2023-06-18
1307,958,548.99,2023-07-18
1308,959,22.49,2023-06-13
1309,960,499.0,2023-06-26
1310,960,499.0,2023-07-26
1311,961,1199.0,2023-05-24
1312,962,59.99,2023-07-03
1313,963,13.99,2023-05-19
1314,964,31.99,2023-07-15
1315,965,22.49,2023-05-18
1316,966,22.49,2023-05-16
1317,967,24.99,2023-07-08
1318,968,12.49,2023-07-01
1319,969,6.49,2023-06-26
1320,969,6.49,2023-07-26
1321,970,1999.0,2023-07-03
1322,971,1199.0,2023-06-10
1323,972,548.99,2023-07-25
1324,973,19.99,2023-06-18
1325,974,42.99,2023-07-23
1326,975,5299.99,2023-05-27
1327,976,59.99,2023-07-23
1328,977,24.99,2023-06-20
1329,978,1539.99,2023-07-30
1330,979,2749.99,2023-06-19
1331,980,1199.0,2023-05-29
1332,981,5299.99,2023-05-04
1333,982,13.99,2023-07-04
1334,983,3899.0,2023-07-27
1335,984,31.99,2023-06-10
1336,985,47.99,2023-07-11
1337,986,59.99,2023-05-22
1338,987,17.99,2023-06-24
1339,988,1999.0,2023-07-05
1340,989,6.49,2023-07-27
1341,990,5299.99,2023-07-27
1342,991,59.99,2023-07-01
1343,992,37.99,2023-05-12
1344,993,37.99,2023-07-03
1345,994,4.99,2023-06-06
1346,994,4.99,2023-07-06
1347,995,42.99,2023-06-20
1348,996,13.99,2023-07-05
1349,997,22.49,2023-05-07
1350,998,19.99,2023-06-30
1351,999,12.49,2023-06-10
1352,1000,22.49,2023-05-19
1353,1001,5299.99,2023-05-31
1354,1002,4.49,2023-05-20
1355,1002,4.49,2023-06-19
1356,1002,4.49,2023-07-19
1357,1003,42.99,2023-07-16
1358,1004,2749.99,2023-06-04
1359,1005,1999.0,2023-05-17
1360,1006,19.99,2023-06-27
1361,1007,42.99,2023-07-27
1362,1008,37.99,2023-07-10
1363,1009,499.0,2023-06-17
1364,1009,499.0,2023-07-17
1365,1010,17.99,2023-05-22
1366,1011,1999.0,2023-05-27
1367,1012,6.49,2023-07-10
1368,1013,47.99,2023-06-30
1369,1014,10.99,2023-07-25
1370,1015,31.99,2023-06-01
1371,1016,3.99,2023-06-10
1372,1016,3.99,2023-07-10
1373,1017,6.49,2023-05-06
1374,1017,6.49,2023-06-05
1375,1017,6.49,2023-07-05
1376,1018,31.99,2023-06-21
1377,1019,3.99,2023-05-17
1378,1019,3.99,2023-06-16
1379,1019,3.99,2023-07-16
1380,1020,22.49,2023-07-04
1381,1021,1999.0,2023-07-14
1382,1022,5299.99,2023-07-27
1383,1023,10.99,2023-07-26
1384,1024,22.49,2023-07-01
1385,1025,24.99,2023-06-06
1386,1026,22.49,2023-05-18
1387,1027,2749.99,2023-07-01
1388,1028,10.99,2023-05-27
1389,1029,37.99,2023-05-07
1390,1030,17.99,2023-05-05
1391,1031,37.99,2023-06-08
1392,1032,499.0,2023-07-16
1393,1033,1199.0,2023-06-08
1394,1034,10.99,2023-06-11
1395,1035,10.99,2023-06-01
1396,1036,19.99,2023-06-02
1397,1037,31.99,2023-05-14
1398,1038,2749.99,2023-07-27
1399,1039,3899.0,2023-06-20
1400,1040,22.49,2023-05-26
1401,1041,6.49,2023-06-21
1402,1041,6.49,2023-07-21
1403,1042,6.49,2023-06-17
1404,1042,6.49,2023-07-17
1405,1043,37.99,2023-05-13
1406,1044,2749.99,2023-06-09
1407,1045,19.99,2023-06-14
1408,1046,548.99,2023-06-10
1409,1046,548.99,2023-07-10
1410,1047,1999.0,2023-06-27
1411,1048,31.99,2023-07-31
1412,1049,1539.99,2023-05-23
1413,1050,5299.99,2023-07-26
1414,1051,5299.99,2023-06-15
1415,1052,24.99,2023-05-14
1416,1053,1999.0,2023-05-22
1417,1054,19.99,2023-06-30
1418,1055,12.49,2023-05-26
1419,1056,59.99,2023-05-24
1420,1057,31.99,2023-05-03
1421,1058,3899.0,2023-06-11
1422,1059,3.99,2023-07-26
1423,1060,22.49,2023-06-20
1424,1061,548.99,2023-06-25
1425,1061,548.99,2023-07-25
1426,1062,19.99,2023-05-09
1427,1063,1999.0,2023-06-30
1428,1064,548.99,2023-05-06
1429,1064,548.99,2023-06-05
1430,1064,548.99,2023-07-05
1431,1065,24.99,2023-07-09
1432,1066,1999.0,2023-06-16
1433,1067,22.49,2023-05-28
1434,1068,6.49,2023-07-19
1435,1069,499.0,2023-07-12
1436,1070,24.99,2023-07-29
1437,1071,42.99,2023-07-06
1438,1072,548.99,2023-06-13
1439,1072,548.99,2023-07-13
1440,1073,1999.0,2023-06-11
1441,1074,548.99,2023-05-15
1442,1074,548.99,2023-06-14
1443,1074,548.99,2023-07-14
1444,1075,3.99,2023-07-09
1445,1076,13.99,2023-05-23
1446,1077,6.49,2023-07-12
1447,1078,13.99,2023-06-23
1448,1079,4.99,2023-05-28
1449,1079,4.99,2023-06-27
1450,1079,4.99,2023-07-27
1451,1080,6.49,2023-07-29
1452,1081,1539.99,2023-05-17
1453,1082,6.49,2023-06-15
1454,1082,6.49,2023-07-15
1455,1083,37.99,2023-07-11
1456,1084,499.0,2023-05-02
1457,1084,499.0,2023-06-01
1458,1084,499.0,2023-07-01
1459,1084,499.0,2023-07-31
1460,1085,6.49,2023-06-27
1461,1085,6.49,2023-07-27
1462,1086,1539.99,2023-06-23
1463,1087,1539.99,2023-05-10
1464,1088,42.99,2023-05-06
1465,1089,42.99,2023-07-16
1466,1090,499.0,2023-05-19
1467,1090,499.0,2023-06-18
1468,1090,499.0,2023-07-18
1469,1091,4.49,2023-06-14
1470,1091,4.49,2023-07-14
1471,1092,31.99,2023-07-14
1472,1093,59.99,2023-06-15
1473,1094,12.49,2023-07-31
1474,1095,31.99,2023-07-30
1475,1096,42.99,2023-06-25
1476,1097,548.99,2023-06-01
1477,1097,548.99,2023-07-01
1478,1097,548.99,2023-07-31
1479,1098,47.99,2023-06-28
1480,1099,1999.0,2023-07-24
1481,1100,37.99,2023-06-13
1482,1101,1539.99,2023-07-12
1483,1102,3899.0,2023-06-29
1484,1103,13.99,2023-05-28
1485,1104,12.49,2023-07-16
1486,1105,4.99,2023-07-30
1487,1106,17.99,2023-05-31
1488,1107,5299.99,2023-05-04
1489,1108,24.99,2023-06-10
1490,1109,10.99,2023-06-20
1491,1110,5299.99,2023-05-08
1492,1111,42.99,2023-06-27
1493,1112,10.99,2023-06-25
1494,1113,47.99,2023-06-03
1495,1114,6.49,2023-05-20
1496,1114,6.49,2023-06-19
1497,1114,6.49,2023-07-19
1498,1115,1539.99,2023-06-04
1499,1116,47.99,2023-05-13
1500,1117,47.99,2023-07-01
1501,1118,548.99,2023-07-30
1502,1119,3.99,2023-05-12
1503,1119,3.99,2023-06-11
1504,1119,3.99,2023-07-11
1505,1120,31.99,2023-05-24
1506,1121,499.0,2023-06-10
1507,1121,499.0,2023-07-10
1508,1122,42.99,2023-07-17
1509,1123,19.99,2023-07-28
1510,1124,5299.99,2023-05-18
1511,1125,59.99,2023-06-09
1512,1126,24.99,2023-07-16
1513,1127,10.99,2023-06-11
1514,1128,5299.99,2023-06-12
1515,1129,2749.99,2023-05-07
1516,1130,47.99,2023-06-15
1517,1131,12.49,2023-05-24
1518,1132,6.49,2023-05-16
1519,1132,6.49,2023-06-15
1520,1132,6.49,2023-07-15
1521,1133,31.99,2023-07-31
1522,1134,2749.99,2023-06-13
1523,1135,24.99,2023-05-20
1524,1136,59.99,2023-05-02
1525,1137,31.99,2023-07-15
1526,1138,4.99,2023-06-30
1527,1138,4.99,2023-07-30
1528,1139,10.99,2023-05-16
1529,1140,5299.99,2023-07-20
1530,1141,13.99,2023-06-10
1531,1142,1539.99,2023-06-25
1532,1143,6.49,2023-05-08
1533,1143,6.49,2023-06-07
1534,1143,6.49,2023-07-07
1535,1144,17.99,2023-06-26
1536,1145,548.99,2023-05-07
1537,1145,548.99,2023-06-06
1538,1145,548.99,2023-07-06
1539,1146,4.49,2023-05-11
1540,1146,4.49,2023-06-10
1541,1146,4.49,2023-07-10
1542,1147,17.99,2023-05-02
1543,1147,17.99,2023-07-31
1544,1148,548.99,2023-06-15
1545,1148,548.99,2023-07-15
1546,1149,4.99,2023-07-21
1547,1150,37.99,2023-07-13
1548,1151,24.99,2023-07-30
1549,1153,1539.99,2023-07-13
1550,1154,31.99,2023-06-24
1551,1155,59.99,2023-06-10
1552,1156,4.49,2023-07-21
1553,1157,47.99,2023-05-07
1554,1158,10.99,2023-07-16
1555,1159,47.99,2023-06-16
1556,1160,5299.99,2023-07-11
1557,1161,3899.0,2023-06-21
1558,1162,4.49,2023-05-20
1559,1162,4.49,2023-06-19
1560,1162,4.49,2023-07-19
1561,1163,12.49,2023-05-31
1562,1164,4.99,2023-05-25
1563,1164,4.99,2023-06-24
1564,1164,4.99,2023-07-24
1565,1165,31.99,2023-05-02
1566,1166,10.99,2023-07-22
1567,1167,37.99,2023-05-08
1568,1168,31.99,2023-07-05
1569,1169,10.99,2023-06-25
1570,1170,22.49,2023-07-12
1571,1171,10.99,2023-07-15
1572,1172,59.99,2023-06-23
1573,1173,6.49,2023-06-01
1574,1173,6.49,2023-07-01
1575,1173,6.49,2023-07-31
1576,1174,4.49,2023-06-11
1577,1174,4.49,2023-07-11
1578,1175,1999.0,2023-05-04
1579,1176,2749.99,2023-07-08
1580,1177,2749.99,2023-06-03
1581,1178,13.99,2023-07-25
1582,1179,12.49,2023-07-02
1583,1180,12.49,2023-05-19
1584,1181,3899.0,2023-05-05
1585,1182,17.99,2023-06-06
1586,1183,12.49,2023-07-26
1587,1184,42.99,2023-05-06
1588,1185,31.99,2023-05-26
1589,1186,22.49,2023-06-06
1590,1187,10.99,2023-07-26
1591,1188,10.99,2023-06-28
1592,1189,47.99,2023-06-30
1593,1190,3.99,2023-05-17
1594,1190,3.99,2023-06-16
1595,1190,3.99,2023-07-16
1596,1191,24.99,2023-06-19
1597,1192,3899.0,2023-07-06
1598,1193,22.49,2023-07-04
1599,1194,548.99,2023-05-06
1600,1194,548.99,2023-06-05
1601,1194,548.99,2023-07-05
1602,1195,24.99,2023-05-28
1603,1196,47.99,2023-05-01
1604,1198,31.99,2023-06-24
1605,1199,42.99,2023-05-22
1606,1200,3.99,2023-07-24
1607,1201,499.0,2023-05-16
1608,1201,499.0,2023-06-15
1609,1201,499.0,2023-07-15
1610,1202,12.49,2023-06-23
1611,1203,22.49,2023-06-09
1612,1204,1199.0,2023-06-18
1613,1205,19.99,2023-07-01
1614,1206,59.99,2023-07-18
1615,1207,5299.99,2023-05-17
1616,1208,1199.0,2023-06-20
1617,1209,31.99,2023-05-21
1618,1210,13.99,2023-06-15
1619,1211,499.0,2023-05-09
1620,1211,499.0,2023-06-08
1621,1211,499.0,2023-07-08
1622,1213,19.99,2023-05-31
1623,1214,24.99,2023-05-03
1624,1215,5299.99,2023-07-29
1625,1216,13.99,2023-05-01
1626,1216,13.99,2023-07-30
1627,1217,2749.99,2023-05-15
1628,1218,17.99,2023-07-04
1629,1219,2749.99,2023-07-07
1630,1220,47.99,2023-07-18
1631,1221,3899.0,2023-05-19
1632,1222,5299.99,2023-07-04
1633,1223,4.49,2023-05-18
1634,1223,4.49,2023-06-17
1635,1223,4.49,2023-07-17
1636,1224,47.99,2023-05-08
1637,1225,3.99,2023-06-15
1638,1225,3.99,2023-07-15
1639,1226,1199.0,2023-05-03
1640,1227,4.49,2023-07-23
1641,1228,12.49,2023-06-26
1642,1229,3899.0,2023-06-21
1643,1230,12.49,2023-05-03
1644,1231,3.99,2023-06-13
1645,1231,3.99,2023-07-13
1646,1232,499.0,2023-06-09
1647,1232,499.0,2023-07-09
1648,1233,42.99,2023-05-31
1649,1234,2749.99,2023-07-26
1650,1235,19.99,2023-05-27
1651,1236,1199.0,2023-05-13
1652,1237,1539.99,2023-07-27
1653,1238,3899.0,2023-06-21
1654,1239,19.99,2023-05-17
1655,1240,4.49,2023-06-15
1656,1240,4.49,2023-07-15
1657,1242,31.99,2023-06-24
1658,1243,10.99,2023-06-18
1659,1244,24.99,2023-07-29
1660,1245,19.99,2023-06-25
1661,1246,12.49,2023-07-11
1662,1247,19.99,2023-06-24
1663,1248,13.99,2023-06-26
1664,1249,1539.99,2023-05-02
1665,1249,1539.99,2023-07-31
1666,1250,6.49,2023-06-22
1667,1250,6.49,2023-07-22
1668,1251,12.49,2023-06-07
1669,1252,13.99,2023-05-22
1670,1253,22.49,2023-06-02
1671,1254,13.99,2023-07-22
1672,1255,59.99,2023-05-25
1673,1256,3.99,2023-05-15
1674,1256,3.99,2023-06-14
1675,1256,3.99,2023-07-14
1676,1257,1999.0,2023-06-06
1677,1258,12.49,2023-07-31
1678,1259,3899.0,2023-07-28
1679,1260,548.99,2023-06-03
1680,1260,548.99,2023-07-03
1681,1261,4.99,2023-07-14
1682,1262,59.99,2023-06-02
1683,1263,42.99,2023-06-17
1684,1264,37.99,2023-06-09
1685,1265,59.99,2023-06-11
1686,1266,22.49,2023-05-08
1687,1267,19.99,2023-07-21
1688,1268,59.99,2023-07-05
1689,1269,22.49,2023-05-06
1690,1270,5299.99,2023-07-27
1691,1271,12.49,2023-06-22
1692,1272,1999.0,2023-05-18
1693,1273,12.49,2023-06-06
1694,1274,22.49,2023-05-15
1695,1275,548.99,2023-06-15
1696,1275,548.99,2023-07-15
1697,1276,12.49,2023-07-30
1698,1277,47.99,2023-05-27
1699,1278,47.99,2023-07-05
1700,1279,3.99,2023-05-09
1701,1279,3.99,2023-06-08
1702,1279,3.99,2023-07-08
1703,1280,548.99,2023-06-15
1704,1280,548.99,2023-07-15
1705,1281,59.99,2023-05-31
1706,1282,19.99,2023-06-01
1707,1283,47.99,2023-07-18
1708,1284,13.99,2023-05-25
1709,1285,22.49,2023-06-17
1710,1286,42.99,2023-07-30
1711,1287,19.99,2023-07-09
1712,1288,3.99,2023-05-14
1713,1288,3.99,2023-06-13
1714,1288,3.99,2023-07-13
1715,1289,19.99,2023-05-15
1716,1290,1539.99,2023-05-05
1717,1291,1199.0,2023-06-02
1718,1292,17.99,2023-07-11
1719,1293,4.99,2023-05-26
1720,1293,4.99,2023-06-25
1721,1293,4.99,2023-07-25
1722,1294,1539.99,2023-06-01
1723,1295,6.49,2023-05-12
1724,1295,6.49,2023-06-11
1725,1295,6.49,2023-07-11
1726,1296,3899.0,2023-07-20
1727,1297,17.99,2023-06-02
1728,1298,17.99,2023-07-28
1729,1299,548.99,2023-05-29
1730,1299,548.99,2023-06-28
1731,1299,548.99,2023-07-28
1732,1300,548.99,2023-05-01
1733,1300,548.99,2023-05-31
1734,1300,548.99,2023-06-30
1735,1300,548.99,2023-07-30
1736,1301,17.99,2023-05-04
1737,1302,6.49,2023-07-17
1738,1303,5299.99,2023-06-28
1739,1304,4.99,2023-06-30
1740,1304,4.99,2023-07-30
1741,1305,3.99,2023-05-21
1742,1305,3.99,2023-06-20
1743,1305,3.99,2023-07-20
1744,1306,2749.99,2023-05-30
1745,1307,10.99,2023-07-25
1746,1308,59.99,2023-07-01
1747,1309,10.99,2023-06-25
1748,1310,10.99,2023-06-08
1749,1311,31.99,2023-05-28
1750,1312,1199.0,2023-07-10
1751,1313,3.99,2023-06-29
1752,1313,3.99,2023-07-29
1753,1314,10.99,2023-07-04
1754,1315,3.99,2023-07-11
1755,1316,3.99,2023-05-19
1756,1316,3.99,2023-06-18
1757,1316,3.99,2023-07-18
1758,1317,19.99,2023-07-16
1759,1318,3899.0,2023-07-14
1760,1319,59.99,2023-06-22
1761,1320,24.99,2023-05-29
1762,1321,6.49,2023-06-25
1763,1321,6.49,2023-07-25
1764,1322,12.49,2023-07-24
1765,1323,24.99,2023-07-01
1766,1324,2749.99,2023-06-24
1767,1325,37.99,2023-07-03
1768,1326,3899.0,2023-07-31
1769,1327,37.99,2023-07-03
1770,1328,1999.0,2023-06-27
1771,1329,47.99,2023-05-27
1772,1330,31.99,2023-06-28
1773,1331,47.99,2023-05-22
1774,1332,1539.99,2023-07-03
1775,1333,4.99,2023-06-19
1776,1333,4.99,2023-07-19
1777,1334,1199.0,2023-07-13
1778,1335,12.49,2023-05-20
1779,1336,37.99,2023-06-03
1780,1337,24.99,2023-05-21
1781,1338,1539.99,2023-07-06
1782,1339,4.49,2023-05-07
1783,1339,4.49,2023-06-06
1784,1339,4.49,2023-07-06
1785,1340,4.49,2023-07-15
1786,1341,17.99,2023-06-25
1787,1342,24.99,2023-05-15
1788,1343,22.49,2023-06-19
1789,1344,499.0,2023-07-21
1790,1345,5299.99,2023-06-05
1791,1346,1539.99,2023-05-26
1792,1347,12.49,2023-05-12
1793,1348,5299.99,2023-07-10
1794,1349,22.49,2023-06-21
1795,1350,3.99,2023-06-04
1796,1350,3.99,2023-07-04
1797,1351,6.49,2023-05-17
1798,1351,6.49,2023-06-16
1799,1351,6.49,2023-07-16
1800,1352,47.99,2023-07-14
1801,1353,4.49,2023-06-24
1802,1353,4.49,2023-07-24
1803,1354,4.99,2023-05-13
1804,1354,4.99,2023-06-12
1805,1354,4.99,2023-07-12
1806,1355,1199.0,2023-05-05
1807,1356,17.99,2023-05-18
1808,1357,12.49,2023-06-11
1809,1358,31.99,2023-05-11
1810,1359,6.49,2023-06-12
1811,1359,6.49,2023-07-12
1812,1360,42.99,2023-05-15
1813,1361,59.99,2023-05-06
1814,1362,6.49,2023-07-06
1815,1363,12.49,2023-06-24
1816,1364,5299.99,2023-06-29
1817,1365,548.99,2023-07-31
1818,1366,10.99,2023-07-30
1819,1367,4.99,2023-07-07
1820,1368,13.99,2023-06-06
1821,1369,5299.99,2023-07-27
1822,1370,4.49,2023-06-29
1823,1370,4.49,2023-07-29
1824,1371,5299.99,2023-06-22
1825,1372,499.0,2023-06-04
1826,1372,499.0,2023-07-04
1827,1373,42.99,2023-06-02
1828,1375,1199.0,2023-06-11
1829,1376,37.99,2023-05-04
1830,1377,3.99,2023-05-21
1831,1377,3.99,2023-06-20
1832,1377,3.99,2023-07-20
1833,1378,24.99,2023-07-19
1834,1379,47.99,2023-05-18
1835,1380,13.99,2023-05-28
1836,1381,17.99,2023-05-17
1837,1382,499.0,2023-06-08
1838,1382,499.0,2023-07-08
1839,1383,17.99,2023-05-31
1840,1384,1539.99,2023-07-25
1841,1385,17.99,2023-07-15
1842,1386,31.99,2023-07-19
1843,1387,4.99,2023-07-19
1844,1388,3.99,2023-07-05
1845,1389,1539.99,2023-05-12
1846,1390,4.49,2023-06-02
1847,1390,4.49,2023-07-02
1848,1391,31.99,2023-07-23
1849,1392,17.99,2023-07-07
1850,1393,37.99,2023-07-10
1851,1394,1199.0,2023-07-31
1852,1395,10.99,2023-06-18
1853,1396,17.99,2023-07-13
1854,1397,19.99,2023-07-18
1855,1398,17.99,2023-07-07
1856,1399,3.99,2023-05-05
1857,1399,3.99,2023-06-04
1858,1399,3.99,2023-07-04
1859,1400,4.49,2023-06-18
1860,1400,4.49,2023-07-18
1861,1401,1199.0,2023-05-04
1862,1402,19.99,2023-05-09
1863,1403,59.99,2023-05-13
1864,1404,1539.99,2023-05-31
1865,1405,4.49,2023-07-31
1866,1406,17.99,2023-07-10
1867,1407,24.99,2023-05-31
1868,1408,4.99,2023-06-29
1869,1408,4.99,2023-07-29
1870,1409,12.49,2023-05-15
1871,1410,4.49,2023-06-18
1872,1410,4.49,2023-07-18
1873,1411,47.99,2023-07-31
1874,1412,12.49,2023-05-27
1875,1413,10.99,2023-06-16
1876,1414,31.99,2023-07-13
1877,1415,1539.99,2023-07-19
1878,1416,59.99,2023-07-24
1879,1418,2749.99,2023-07-28
1880,1419,3899.0,2023-05-23
1881,1420,37.99,2023-07-04
1882,1421,6.49,2023-07-16
1883,1422,12.49,2023-05-24
1884,1423,3899.0,2023-07-29
1885,1424,31.99,2023-06-07
1886,1425,1199.0,2023-06-21
1887,1426,22.49,2023-07-18
1888,1427,6.49,2023-07-15
1889,1428,4.99,2023-07-24
1890,1429,19.99,2023-07-07
1891,1430,1539.99,2023-07-26
1892,1431,2749.99,2023-07-11
1893,1432,13.99,2023-06-04
1894,1433,3.99,2023-06-10
1895,1433,3.99,2023-07-10
1896,1434,548.99,2023-06-26
1897,1434,548.99,2023-07-26
1898,1435,12.49,2023-06-03
1899,1436,59.99,2023-05-17
1900,1437,1999.0,2023-05-14
1901,1438,2749.99,2023-06-15
1902,1439,17.99,2023-06-25
1903,1440,17.99,2023-06-03
1904,1441,1199.0,2023-06-12
1905,1442,4.99,2023-06-21
1906,1442,4.99,2023-07-21
1907,1443,37.99,2023-07-21
1908,1444,12.49,2023-05-10
1909,1445,59.99,2023-05-26
1910,1446,24.99,2023-06-23
1911,1447,59.99,2023-05-20
1912,1448,42.99,2023-07-24
1913,1449,3899.0,2023-05-21
1914,1450,17.99,2023-05-29
1915,1451,1999.0,2023-06-18
1916,1452,3899.0,2023-05-13
1917,1453,42.99,2023-06-20
1918,1455,59.99,2023-06-01
1919,1456,548.99,2023-07-03
1920,1457,4.49,2023-05-05
1921,1457,4.49,2023-06-04
1922,1457,4.49,2023-07-04
1923,1458,4.99,2023-06-22
1924,1458,4.99,2023-07-22
1925,1459,10.99,2023-07-24
1926,1460,499.0,2023-07-05
1927,1461,4.49,2023-07-26
1928,1462,59.99,2023-05-04
1929,1463,17.99,2023-07-14
1930,1464,4.49,2023-07-06
1931,1465,499.0,2023-07-23
1932,1466,13.99,2023-06-03
1933,1467,3.99,2023-05-20
1934,1467,3.99,2023-06-19
1935,1467,3.99,2023-07-19
1936,1468,31.99,2023-05-23
1937,1469,42.99,2023-06-23
