trade_id,client_id,salesperson_id,trade_date,facevalue,actual_revenue,churn_date
1278,142,8,2023-03-30,469231,487940,
1279,199,41,2023-07-31,151899,186560,
1280,236,48,2022-12-29,118678,154163,
1281,261,35,2023-05-03,413133,435111,
1282,711,34,2023-07-30,644663,568370,2023-08-04
1283,631,14,2023-07-24,347520,380454,
1284,299,4,2023-06-12,875682,34589,2023-07-16
1285,748,69,2023-07-14,758481,570447,2023-07-15
1286,643,36,2022-11-28,978317,982564,
1287,733,50,2023-08-11,611457,641455,
1288,29,35,2023-08-09,509287,520053,
1289,175,72,2023-07-02,222959,240655,
1290,121,42,2023-06-13,223841,147769,2023-07-13
1291,75,3,2023-07-18,491407,53922,2023-07-18
1292,17,38,2023-03-26,445575,455702,
1293,482,67,2023-05-14,371035,297581,2023-07-02
1294,31,8,2023-06-12,868232,104298,2023-06-23
1295,420,55,2023-05-25,679148,684532,
1296,407,16,2023-04-29,979803,981782,
1297,70,52,2023-07-08,90875,105409,
1298,228,3,2023-04-26,452980,461759,
1299,467,41,2023-04-29,147435,200192,
1300,161,13,2023-08-10,925295,183592,2023-08-11
1301,633,9,2023-04-02,278548,152170,2023-06-15
1302,245,36,2023-05-05,362989,394938,
1303,444,36,2023-05-16,189854,92194,2023-06-02
1304,259,16,2023-06-01,892549,658871,2023-07-10
1305,712,64,2023-05-27,920871,250886,2023-07-28
1306,745,14,2023-01-28,210297,236425,
1307,253,31,2023-07-18,583611,598758,
1308,250,30,2023-07-15,539581,411040,2023-08-06
1309,569,14,2023-07-15,388452,398490,
1310,264,50,2022-12-05,844433,197749,2023-03-13
1311,633,57,2023-02-22,124362,133517,
1312,613,55,2023-05-08,890055,255318,2023-08-03
1313,301,19,2023-06-13,969833,445141,2023-07-08
1314,237,34,2022-12-29,344599,389667,
1315,101,64,2023-04-03,450609,463892,
1316,364,69,2023-07-14,936296,772233,2023-08-04
1317,437,65,2023-01-20,287943,269273,2023-02-23
1318,475,30,2023-06-18,431168,439366,
1319,22,16,2023-07-10,738961,122544,2023-07-12
1320,445,26,2023-03-20,499266,516378,
1321,24,14,2023-07-06,800497,823298,
1322,694,57,2023-08-06,180090,196858,
1323,680,73,2023-08-06,714279,425870,2023-08-11
1324,19,62,2023-05-25,828482,853102,
1325,697,14,2023-03-23,78085,102973,
1326,15,16,2023-08-10,89877,127754,
1327,65,2,2023-05-29,545856,262028,2023-06-19
1328,517,35,2023-02-17,743291,309581,2023-02-23
1329,352,24,2023-06-06,552391,570063,
1330,400,25,2023-06-26,262523,46736,2023-08-11
1331,660,63,2023-05-28,977367,990733,
1332,382,57,2023-04-17,897543,326576,2023-08-07
1333,114,49,2023-04-24,71873,78013,
1334,21,1,2023-06-09,725806,752363,
1335,174,39,2023-02-07,483243,498381,
1336,482,59,2023-06-04,198539,243160,
1337,221,4,2023-07-26,772402,778089,
1338,353,60,2023-01-11,143187,147485,
1339,606,52,2023-07-27,954871,367851,2023-07-30
1340,533,31,2023-02-24,399087,405743,
1341,682,27,2022-12-30,795520,797145,
1342,535,7,2023-04-15,998239,1018605,
1343,136,27,2023-07-17,757204,775425,
1344,623,58,2023-05-12,591847,595777,
1345,558,20,2023-03-16,377981,400624,
1346,730,16,2023-01-14,581159,608587,
1347,640,13,2022-11-17,757969,774427,
1348,435,54,2023-07-06,555500,184862,2023-08-05
1349,705,68,2023-05-21,820997,834695,
1350,157,57,2023-07-13,107072,128119,
1351,306,34,2023-06-24,882723,900173,
1352,67,62,2023-04-25,479714,497769,
1353,570,51,2023-06-23,148786,153097,
1354,72,25,2023-08-04,835050,835158,
1355,505,34,2023-03-21,214055,238586,
1356,145,4,2022-11-16,71160,80117,
1357,456,21,2023-08-09,460991,464683,
1358,44,56,2023-07-19,271563,278082,
1359,555,49,2023-06-18,973734,974779,
1360,643,46,2022-12-20,125389,135885,
1361,232,14,2023-04-13,311286,323187,
1362,181,68,2023-08-02,687693,470245,2023-08-04
1363,571,58,2023-08-06,627549,643270,
1364,341,24,2023-08-08,135119,162213,
1365,341,38,2023-08-11,193495,201800,
1366,289,48,2023-06-03,221482,54241,2023-06-17
1367,712,37,2023-07-22,465293,485110,
1368,342,5,2023-04-27,812878,219015,2023-06-12
1369,205,23,2023-05-03,593380,53319,2023-05-24
1370,704,46,2023-08-05,665433,672261,
1371,5,52,2023-08-01,555428,574521,
1372,76,53,2023-01-08,413089,426784,
1373,405,41,2023-07-17,852136,867009,
1374,170,30,2023-03-25,249585,270268,
1375,344,51,2023-08-05,692066,408115,2023-08-11
1376,145,44,2022-12-31,161474,194744,
1377,274,3,2023-04-04,886218,187877,2023-06-08
1378,369,40,2023-05-15,557390,562125,
1379,721,11,2023-06-21,198567,203712,
1380,184,65,2023-04-04,735943,484858,2023-08-04
1381,694,63,2023-07-12,191472,225466,
1382,443,14,2023-07-03,550593,40685,2023-07-09
1383,150,48,2022-11-20,524397,31765,2023-06-10
1384,357,49,2023-07-03,624870,446030,2023-07-10
1385,132,13,2023-05-26,977756,945019,2023-07-29
1386,192,29,2023-02-04,69853,119446,
1387,60,21,2022-08-29,247414,173490,2023-07-17
1388,379,38,2023-07-26,262468,273010,
1389,202,26,2023-07-14,300053,307939,
1390,199,49,2023-07-24,125862,179036,
1391,88,35,2023-06-28,654134,655203,
1392,500,64,2023-04-07,407525,408310,
1393,551,33,2023-01-04,702486,119478,2023-07-03
1394,112,53,2023-06-21,960909,969702,
1395,163,6,2023-05-06,271603,319511,
1396,376,36,2023-03-02,220260,40627,2023-08-11
1397,400,12,2023-05-16,779584,132317,2023-05-16
1398,352,60,2023-06-14,448564,464464,
1399,560,9,2023-03-26,842825,292120,2023-04-18
1400,452,7,2023-07-11,631133,658019,
1401,750,51,2023-04-10,926522,183062,2023-05-09
1402,332,18,2022-12-12,823350,333024,2023-04-15
1403,656,26,2022-11-07,821119,421895,2023-01-24
1404,238,67,2023-08-05,345384,193394,2023-08-08
1405,204,5,2022-12-26,236635,241926,
1406,584,17,2023-06-19,686867,698083,
1407,145,61,2023-01-01,958255,962318,
1408,708,70,2023-04-23,183491,195932,
1409,380,16,2023-06-20,219742,65485,2023-07-12
1410,642,44,2023-07-02,158714,187022,
1411,470,56,2023-08-11,899557,903227,
1412,571,12,2023-08-08,196166,213597,
1413,629,63,2023-07-01,602252,367329,2023-07-15
1414,372,43,2023-07-06,375000,383832,
1415,276,40,2023-06-10,275350,79910,2023-07-08
1416,514,67,2023-04-20,735953,48441,2023-05-01
1417,659,27,2023-07-20,909744,211717,2023-08-01
1418,351,68,2023-04-14,287329,310736,
1419,741,23,2023-05-24,126692,175682,
1420,681,30,2023-06-23,985172,343808,2023-07-04
1421,671,53,2022-12-25,111009,121940,
1422,198,26,2023-04-08,701912,590636,2023-06-03
1423,438,72,2023-04-26,167230,187676,
1424,583,29,2023-08-03,496591,155516,2023-08-04
1425,127,32,2023-07-22,95658,108602,
1426,636,20,2023-07-30,780141,193099,2023-07-30
1427,251,37,2023-05-08,182545,184858,
1428,199,58,2023-07-24,393954,405710,
1429,544,23,2022-12-26,564763,462164,2023-05-21
1430,394,64,2023-08-10,965374,643140,2023-08-11
1431,536,57,2023-01-21,707545,36408,2023-03-01
1432,124,29,2023-07-23,867243,84583,2023-07-29
1433,494,40,2023-08-11,299600,316606,
1434,235,47,2023-06-26,767317,768767,
1435,89,35,2023-02-04,449280,481059,
1436,610,60,2023-05-20,78383,85879,
1437,23,46,2022-12-26,573838,581792,
1438,87,28,2023-03-24,542872,543112,
1439,377,42,2023-07-31,570622,145705,2023-08-11
1440,536,68,2023-03-24,922989,454332,2023-08-05
1441,712,60,2023-06-17,495593,64619,2023-06-17
1442,699,71,2023-08-09,277856,305462,
1443,56,20,2023-04-29,353289,362517,
1444,412,41,2023-07-28,941686,656471,2023-08-02
1445,33,6,2023-08-04,220702,275989,
1446,754,12,2023-05-25,680397,244685,2023-07-24
1447,581,12,2023-06-20,676097,691536,
1448,550,11,2023-08-09,941261,956886,
1449,20,23,2023-08-03,724896,672674,2023-08-03
1450,439,21,2023-05-29,524733,417017,2023-06-03
1451,340,36,2023-06-30,775430,781700,
1452,584,64,2023-06-16,56888,90427,
1453,637,56,2023-05-27,753390,762897,
1454,101,54,2023-07-19,162796,165486,
1455,601,52,2022-11-28,638507,661782,
1456,41,47,2023-07-16,836758,311030,2023-08-01
1457,52,43,2023-06-13,99631,101188,
1458,173,15,2023-01-29,797949,41391,2023-06-10
1459,298,70,2023-07-08,772094,295682,2023-08-09
1460,44,66,2022-09-27,370392,413493,
1461,180,11,2023-03-06,453826,472361,
1462,472,52,2023-05-24,386946,390385,
1463,703,43,2023-04-05,124086,121983,2023-05-02
1464,244,8,2023-05-04,803844,36922,2023-05-06
1465,16,14,2023-05-02,563331,171191,2023-05-17
1466,719,21,2022-11-07,244468,245499,
1467,227,15,2022-12-09,306538,310216,
1468,550,64,2023-08-08,951800,969427,
1469,449,72,2023-07-07,395666,427183,
1470,546,6,2023-04-26,542154,544459,
1471,298,28,2023-07-16,126360,161571,
1472,578,56,2023-08-07,113673,137133,
1473,4,59,2023-07-16,263345,284457,
1474,296,20,2023-07-31,773947,246899,2023-08-04
1475,603,12,2023-06-17,957247,54342,2023-08-01
1476,612,39,2023-07-28,118091,128872,
1477,436,9,2023-07-15,250177,275721,
1478,725,5,2023-02-10,365352,202486,2023-05-10
1479,749,35,2023-08-08,408326,420193,
1480,652,41,2023-04-12,290654,305704,
1481,295,54,2023-08-09,601579,374298,2023-08-09
1482,193,66,2023-08-11,520427,394020,2023-08-11
1483,550,66,2023-06-05,734049,481245,2023-06-19
1484,646,24,2023-06-29,837648,839252,
1485,737,2,2023-06-07,395952,413198,
1486,378,29,2023-06-12,380155,401514,
1487,144,47,2023-08-08,922647,818847,2023-08-11
1488,185,60,2023-08-01,477393,392438,2023-08-03
1489,590,18,2023-05-23,643289,668921,
1490,661,50,2023-07-07,448835,185480,2023-07-14
1491,241,4,2023-03-22,443279,443359,
1492,300,69,2023-07-06,651221,663899,
1493,115,18,2023-07-24,426605,368654,2023-08-05
1494,719,54,2023-07-31,515757,328399,2023-08-09
1495,601,43,2022-12-26,448314,476405,
1496,193,68,2023-07-20,541209,545633,
1497,21,62,2023-06-28,597548,613561,
1498,18,73,2023-03-22,183372,189737,
1499,302,14,2023-06-02,655139,368542,2023-07-14
1500,243,70,2023-08-01,516466,528117,
1501,18,14,2023-03-17,158310,206149,
1502,475,42,2023-07-10,54044,60892,
1503,740,31,2023-06-18,787840,812704,
1504,561,37,2023-08-03,65494,103098,
1505,142,39,2023-04-24,132139,137463,
1506,71,40,2023-07-28,724837,729038,
1507,60,41,2023-03-30,819021,829966,
1508,745,30,2023-03-05,847913,864303,
1509,603,17,2023-02-20,279146,270740,2023-03-02
1510,380,32,2023-05-12,186913,189999,
1511,227,72,2023-03-07,393658,416324,
1512,24,7,2023-08-04,336702,351060,
1513,429,46,2023-07-15,870371,204059,2023-08-06
1514,190,63,2023-04-25,876540,878801,
1515,477,32,2023-07-09,372045,424012,
1516,697,7,2023-06-11,155065,184094,
1517,732,49,2023-06-03,546143,556165,
1518,451,49,2023-06-14,628809,606658,2023-07-03
1519,206,62,2023-02-27,735393,751385,
1520,230,60,2023-07-25,559653,576889,
1521,492,57,2022-10-22,173603,215221,
1522,410,27,2023-04-27,477564,496749,
1523,217,71,2023-06-19,436258,476575,
1524,486,39,2023-08-06,89255,112150,
1525,301,43,2022-12-11,270256,286401,
1526,153,10,2023-08-04,679714,697270,
1527,567,35,2023-08-11,236512,279894,
1528,10,11,2023-06-05,405949,424820,
1529,362,12,2023-03-11,366376,315617,2023-08-08
1530,275,29,2023-02-22,133969,147503,
1531,747,15,2023-07-27,889925,732216,2023-08-08
1532,488,31,2023-05-23,99067,112896,
1533,367,37,2023-02-19,405846,411651,
1534,45,53,2023-08-04,919490,823965,2023-08-04
1535,13,29,2023-04-17,990381,1001273,
1536,410,49,2023-05-03,194182,232766,
1537,735,38,2023-02-15,911687,776497,2023-03-02
1538,706,52,2023-06-11,875235,887992,
1539,445,25,2023-07-03,780089,240149,2023-07-31
1540,622,28,2023-07-22,926301,916592,2023-07-30
1541,578,71,2023-08-11,964585,316514,2023-08-11
1542,436,13,2023-07-13,189100,227740,
1543,468,18,2023-06-04,482086,500540,
1544,127,41,2023-07-05,267504,315631,
1545,443,65,2023-07-25,685091,615750,2023-08-09
1546,91,24,2023-06-30,957505,962312,
1547,700,59,2023-07-19,458097,468039,
1548,501,54,2023-08-06,128213,164183,
1549,545,35,2023-08-03,273410,281752,
1550,79,72,2023-08-03,249492,252932,
1551,308,62,2023-03-28,934464,946007,
1552,277,62,2023-04-03,199709,211745,
1553,727,33,2023-08-01,432715,167621,2023-08-03
1554,342,51,2023-03-20,168815,81386,2023-06-19
1555,392,57,2023-07-17,163723,172999,
1556,183,69,2023-07-20,487402,497232,
1557,37,51,2023-08-01,813691,272503,2023-08-08
1558,187,70,2023-04-11,531790,540990,
1559,133,16,2022-12-15,783847,483111,2023-04-28
1560,592,2,2022-11-22,784335,520215,2023-07-13
1561,604,60,2023-07-06,345293,365311,
1562,167,53,2023-06-20,921659,925781,
1563,50,51,2023-08-07,240129,249530,
1564,542,66,2022-11-22,564521,571703,
1565,280,5,2023-08-09,74805,117371,
1566,639,26,2022-11-18,244790,257141,
1567,668,15,2023-03-18,958275,962394,
1568,656,14,2022-10-28,579213,558819,2022-11-03
1569,575,46,2023-05-06,622892,204821,2023-06-05
1570,714,41,2023-03-25,121353,127762,
1571,499,23,2023-05-18,335596,354298,
1572,461,35,2023-04-01,102897,106371,
1573,405,23,2023-08-03,969377,142238,2023-08-06
1574,394,66,2023-08-10,109765,149646,
1575,408,59,2023-06-23,200598,209178,
1576,69,49,2023-06-14,113948,152290,
1577,273,12,2023-04-25,439035,219990,2023-05-15
1578,424,36,2023-07-18,411754,434582,
1579,249,42,2023-03-23,502482,338369,2023-04-14
1580,71,1,2023-05-18,693835,399779,2023-07-29
1581,274,28,2023-06-28,216335,252247,
1582,226,30,2023-06-17,978444,984501,
1583,402,30,2023-05-04,879285,486965,2023-07-24
1584,367,17,2023-06-07,900757,165294,2023-07-26
1585,198,33,2023-05-26,996690,189506,2023-07-06
1586,148,56,2023-05-10,385747,46412,2023-06-30
1587,14,4,2023-06-22,446982,417676,2023-07-02
1588,203,58,2023-06-22,751594,755729,
1589,27,62,2023-02-21,765825,769030,
1590,686,22,2023-02-15,580557,617407,
1591,82,30,2023-01-28,868218,185382,2023-03-02
1592,719,63,2022-10-13,640708,103532,2023-02-04
1593,518,54,2023-08-03,283140,306196,
1594,374,1,2023-06-23,915734,809927,2023-07-23
1595,427,15,2023-08-01,726212,738716,
1596,618,61,2023-03-22,918603,780740,2023-05-21
1597,610,60,2023-06-05,381524,411145,
1598,447,1,2023-01-12,608265,625089,
1599,358,18,2023-04-19,959625,413380,2023-04-27
1600,327,41,2023-06-09,319291,331052,
1601,118,38,2023-07-24,563783,579986,
1602,439,38,2023-06-06,469428,477514,
1603,388,21,2023-05-14,703997,726742,
1604,203,62,2023-05-28,856948,469395,2023-06-03
1605,230,38,2023-02-14,695552,703498,
1606,550,48,2023-07-16,392106,411919,
1607,411,41,2022-12-15,381277,216799,2023-04-12
1608,230,53,2023-04-20,435734,440854,
1609,563,16,2022-12-17,309048,322633,
1610,492,39,2023-04-15,635919,644649,
1611,657,47,2023-06-20,959734,715856,2023-08-11
1612,192,17,2023-06-15,752338,492755,2023-06-16
1613,378,54,2023-05-28,411852,428910,
1614,146,28,2023-02-11,895029,904772,
1615,310,18,2023-08-04,643638,205375,2023-08-08
1616,725,31,2023-01-29,53706,90041,
1617,34,4,2023-08-11,304093,60892,2023-08-11
1618,193,44,2023-07-28,511914,532206,
1619,726,40,2023-06-10,876303,861058,2023-07-10
1620,51,15,2023-08-11,993353,1006795,
1621,371,56,2023-01-07,817731,841746,
1622,226,31,2023-07-17,819929,850706,
1623,93,40,2023-08-07,805740,429905,2023-08-08
1624,383,32,2023-03-23,777197,361597,2023-05-03
1625,28,29,2023-07-14,520239,213298,2023-08-01
1626,484,57,2023-04-21,889363,405353,2023-07-03
1627,128,61,2022-11-02,516541,518541,
1628,287,10,2023-05-03,263576,55900,2023-05-31
1629,748,61,2023-07-07,782038,216928,2023-07-14
1630,458,4,2023-03-01,859671,878040,
1631,337,22,2023-06-13,383951,400177,
1632,603,22,2023-02-23,464576,466886,
1633,106,45,2023-07-18,108364,126405,
1634,141,66,2023-05-09,88589,109814,
1635,354,4,2022-12-03,534386,534931,
1636,677,45,2023-07-29,253203,264990,
1637,362,21,2023-05-04,431456,442720,
1638,695,18,2023-07-16,703975,514730,2023-07-22
1639,297,8,2023-05-21,293003,316893,
1640,123,45,2023-07-26,73577,123452,
1641,671,73,2023-05-10,620641,641059,
1642,657,10,2023-06-29,863256,487225,2023-08-01
1643,40,6,2023-05-29,350164,377337,
1644,115,9,2023-06-18,925226,66696,2023-06-23
1645,27,69,2023-01-16,644194,166446,2023-06-21
1646,709,50,2023-02-23,334356,152793,2023-05-15
1647,170,49,2023-04-28,710587,519834,2023-07-03
1648,741,25,2023-07-16,166736,178055,
1649,438,13,2023-03-11,477025,495701,
1650,673,73,2023-06-25,496600,97522,2023-07-28
1651,695,48,2023-06-21,815027,66377,2023-07-31
1652,368,67,2023-08-08,181690,82527,2023-08-09
1653,607,70,2022-12-15,395899,411422,
1654,484,30,2023-06-27,339973,350655,
1655,380,54,2023-07-04,732445,736834,
1656,573,15,2023-07-27,528478,541184,
1657,622,71,2023-06-24,920481,491072,2023-07-03
1658,457,4,2023-06-23,778502,205100,2023-07-03
1659,466,20,2023-06-14,445697,316614,2023-07-26
1660,290,65,2023-01-15,654687,490255,2023-01-20
1661,190,59,2023-07-12,967852,988720,
1662,280,67,2023-08-06,891451,901583,
1663,480,36,2023-08-01,603852,280313,2023-08-10
1664,353,5,2023-06-20,202108,233150,
1665,689,55,2023-05-22,139144,145890,
1666,432,45,2023-08-05,157794,198754,
1667,238,33,2023-08-04,671423,607787,2023-08-10
1668,711,41,2023-06-21,167939,220057,
1669,251,34,2023-05-09,373174,274502,2023-06-06
1670,99,67,2023-06-16,845678,858183,
1671,359,50,2023-08-10,984803,330566,2023-08-11
1672,65,29,2023-07-25,947452,428459,2023-08-04
1673,72,70,2023-08-05,153372,162146,
1674,369,5,2023-07-13,427303,467563,
1675,346,45,2023-07-10,282441,292086,
1676,373,60,2023-08-07,873574,75168,2023-08-07
1677,444,34,2023-04-30,858072,881311,
1678,89,70,2022-11-05,298787,320270,
1679,115,43,2023-07-22,924819,440473,2023-07-26
1680,316,12,2022-11-24,430183,478460,
1681,122,73,2023-04-20,409973,446584,
1682,350,35,2023-05-03,663239,229795,2023-05-29
1683,397,50,2023-04-29,876165,759092,2023-06-02
1684,123,32,2023-03-23,712137,43030,2023-05-31
1685,104,37,2023-07-27,677187,36744,2023-08-01
1686,666,25,2023-06-13,263192,31209,2023-08-03
1687,440,53,2023-08-02,550784,182511,2023-08-10
1688,112,73,2023-06-11,840739,840865,
1689,214,68,2023-05-19,617935,644982,
1690,23,3,2023-02-11,975855,254986,2023-02-18
1691,485,53,2023-08-10,975524,979820,
1692,58,25,2023-08-03,640358,641462,
1693,656,12,2022-12-13,700745,557770,2023-07-22
1694,678,56,2023-06-23,874348,879512,
1695,195,71,2023-03-10,631897,654917,
1696,133,53,2023-01-24,693873,708273,
1697,376,7,2023-07-15,681952,339549,2023-08-09
1698,144,15,2023-08-03,514111,106130,2023-08-11
1699,491,66,2023-01-10,603208,297346,2023-06-10
1700,535,3,2023-05-19,301037,242053,2023-06-10
1701,382,57,2023-02-14,915131,140294,2023-04-02
1702,577,15,2023-06-24,849947,864713,
1703,385,63,2023-07-15,454505,183853,2023-08-08
1704,615,38,2022-12-20,884970,912545,
1705,311,46,2023-06-04,257841,281176,
1706,83,5,2023-05-25,502514,216687,2023-06-23
1707,50,36,2023-07-22,481760,488196,
1708,754,39,2023-08-05,322700,325089,
1709,351,11,2023-07-19,960692,965345,
1710,228,57,2022-08-28,717786,482205,2023-04-27
1711,294,25,2023-03-22,998364,369404,2023-04-08
1712,657,6,2023-07-09,972279,178644,2023-07-19
1713,425,53,2023-06-08,592912,294773,2023-07-09
1714,658,11,2023-01-30,733530,560106,2023-05-26
1715,423,49,2023-02-21,210588,229381,
1716,151,14,2023-08-08,96070,112757,
1717,240,16,2023-07-22,552670,594554,
1718,200,70,2023-07-19,782147,783370,
1719,283,11,2023-07-31,556066,467691,2023-08-11
1720,228,31,2023-06-21,861646,884295,
1721,454,49,2023-05-23,240744,255281,
1722,248,49,2023-06-12,449335,284728,2023-08-10
1723,420,57,2023-04-05,757616,777080,
1724,570,57,2023-07-15,365048,382019,
1725,667,44,2022-10-31,569020,595406,
1726,231,6,2022-11-10,444528,478943,
1727,696,59,2023-06-15,994396,996474,
1728,697,37,2023-06-02,628368,643112,
1729,576,26,2023-07-25,997147,489859,2023-08-10
1730,264,65,2023-07-19,942157,502015,2023-07-20
1731,72,8,2023-07-31,137376,138385,
1732,743,51,2023-04-29,565339,585613,
1733,436,10,2023-07-14,824394,525225,2023-07-27
1734,415,28,2023-03-05,85033,108868,
1735,79,28,2023-07-05,583813,588590,
1736,64,46,2023-05-16,907791,835522,2023-05-28
1737,608,19,2023-02-21,69943,71655,
1738,6,61,2023-06-30,352533,370817,
1739,14,48,2023-06-14,795877,623411,2023-06-21
1740,502,58,2022-12-26,567333,274714,2023-02-27
1741,706,3,2023-07-16,489336,487116,2023-08-07
1742,692,5,2023-05-27,134497,172939,
1743,600,44,2023-06-17,232610,252595,
1744,203,9,2023-05-22,720741,504427,2023-07-01
1745,750,51,2023-07-21,538586,576711,
1746,298,45,2023-07-28,983239,987917,
1747,594,22,2023-02-20,349091,229162,2023-05-07
1748,623,64,2023-05-04,112869,118588,
1749,430,49,2023-08-08,462012,495787,
1750,209,54,2023-05-19,387038,397683,
1751,88,24,2023-04-04,889889,431761,2023-05-24
1752,541,53,2023-01-17,133558,139268,
1753,297,28,2023-02-10,763631,773361,
1754,171,26,2023-07-13,387665,399133,
1755,439,70,2023-06-13,98311,102964,
1756,305,39,2023-06-20,855147,871679,
1757,459,34,2023-06-25,639693,670147,
1758,195,10,2023-03-15,910900,678781,2023-04-20
1759,656,40,2023-06-21,837201,852158,
1760,753,39,2023-04-29,990451,995281,
1761,274,10,2023-01-30,96972,111043,
1762,639,29,2022-12-01,431724,452921,
1763,423,24,2023-03-15,235599,237813,
1764,334,61,2023-06-14,264375,142833,2023-07-29
1765,38,48,2022-11-06,170737,178568,
1766,420,2,2023-05-23,146763,175905,
1767,416,29,2023-07-13,97494,124883,
1768,496,25,2023-07-07,587119,260534,2023-08-08
1769,618,56,2023-04-23,638244,649569,
1770,188,34,2023-07-30,944341,659098,2023-08-05
1771,365,46,2023-01-11,792267,99993,2023-04-09
1772,451,36,2023-03-04,266641,279464,
1773,89,34,2023-06-19,889126,904253,
1774,241,71,2023-05-07,542658,546230,
1775,93,26,2023-07-02,66318,123584,
1776,642,46,2023-05-28,352303,65571,2023-06-05
1777,460,25,2023-07-06,563624,587584,
1778,334,7,2023-05-16,676787,298250,2023-06-09
1779,514,40,2023-06-25,352459,253657,2023-07-29
1780,209,15,2023-04-21,992916,235630,2023-07-31
1781,636,26,2023-06-22,908249,168617,2023-07-04
1782,413,48,2023-01-09,984607,245545,2023-06-06
1783,529,30,2023-05-07,946086,327136,2023-05-19
1784,131,67,2023-07-26,980293,310450,2023-08-06
1785,361,31,2023-05-07,427052,379412,2023-08-06
1786,574,30,2023-08-03,884608,670470,2023-08-08
1787,666,38,2023-07-01,901581,322387,2023-07-30
1788,136,72,2023-06-17,689548,676575,2023-07-31
1789,268,42,2023-07-09,569989,576661,
1790,755,44,2023-01-22,425651,432268,
1791,83,54,2023-05-14,847486,867900,
1792,157,64,2023-02-21,168744,187874,
1793,263,11,2023-03-31,60701,85464,
1794,156,64,2023-04-22,372258,207394,2023-05-29
1795,716,68,2023-08-01,535641,539888,
1796,724,49,2023-05-13,457958,477411,
1797,319,60,2023-01-16,404632,412886,
1798,577,33,2023-04-06,343561,352500,
1799,615,54,2022-12-29,112882,149392,
1800,40,15,2023-04-07,164114,207785,
1801,545,33,2023-07-22,973506,710215,2023-07-23
1802,669,18,2023-08-10,724663,726672,
1803,372,55,2023-04-16,891517,639135,2023-08-03
1804,49,58,2023-06-24,754235,586392,2023-07-11
1805,10,37,2023-08-06,915564,754184,2023-08-06
1806,329,69,2023-05-30,738724,754919,
1807,193,17,2023-08-06,527631,544629,
1808,175,65,2023-05-02,91551,110001,
1809,692,64,2023-07-26,999113,1003976,
1810,69,33,2023-06-06,728390,553450,2023-07-08
1811,648,11,2023-07-31,966504,122527,2023-08-07
1812,241,1,2023-05-11,843041,55105,2023-07-31
1813,69,18,2023-06-07,662317,59454,2023-08-02
1814,726,68,2023-06-28,511867,457230,2023-08-08
1815,194,4,2023-07-27,751534,763977,
1816,217,7,2022-12-24,300721,310329,
1817,751,67,2023-08-06,993899,1004312,
1818,164,35,2023-05-19,65730,112342,
1819,220,69,2023-03-12,391982,393219,
1820,277,22,2023-04-10,402996,416131,
1821,22,66,2023-07-09,386386,401939,
1822,214,21,2023-05-16,388325,406412,
1823,385,16,2023-05-05,165773,172322,
1824,525,71,2023-06-19,241380,263435,
1825,105,34,2023-01-29,138674,194243,
1826,655,73,2023-05-12,103620,127180,
1827,316,16,2023-01-23,562153,589661,
1828,393,49,2023-03-29,97045,124627,
1829,205,72,2023-04-26,99606,107654,
1830,717,16,2023-03-21,908252,633889,2023-07-04
1831,144,16,2023-08-08,527614,33715,2023-08-10
1832,376,14,2023-07-30,452912,502563,
1833,333,13,2023-04-23,867798,78752,2023-06-22
1834,99,44,2023-08-01,614520,620379,
1835,316,39,2022-11-14,859398,880074,
1836,436,49,2023-07-25,150134,213572,
1837,361,49,2023-06-25,164993,172725,
1838,583,57,2023-04-09,958406,963573,
1839,668,25,2023-07-25,758446,758655,
1840,297,21,2023-05-22,966383,980774,
1841,34,5,2023-08-11,570384,576520,
1842,69,21,2023-07-02,969740,970731,
1843,42,34,2022-09-26,108685,126831,
1844,89,14,2023-06-07,94360,114657,
1845,660,24,2023-03-22,606305,621518,
1846,699,42,2023-08-04,95910,109103,
1847,428,23,2023-07-25,886863,558288,2023-08-01
1848,187,7,2023-05-06,746134,751671,
1849,165,46,2023-05-02,809479,586392,2023-06-08
1850,298,37,2023-07-18,630545,639765,
1851,559,71,2023-07-26,708981,710752,
1852,470,21,2023-01-07,627993,638942,
1853,375,23,2023-07-10,616517,72097,2023-08-06
1854,225,34,2023-04-12,625142,551078,2023-06-24
1855,167,44,2023-06-15,472811,499932,
1856,440,70,2023-06-08,926869,157665,2023-07-03
1857,511,5,2023-02-15,529184,305299,2023-05-28
1858,287,6,2023-07-08,446885,439392,2023-08-04
1859,231,49,2023-04-15,947534,470177,2023-07-06
1860,75,33,2023-07-22,583720,612308,
1861,352,43,2023-06-13,598635,614370,
1862,434,57,2023-05-03,316496,150467,2023-05-12
1863,282,37,2023-06-17,102137,125585,
1864,67,31,2023-05-12,56959,98441,
1865,661,18,2023-05-25,838476,245544,2023-06-09
1866,261,68,2023-03-15,924392,390651,2023-07-10
1867,484,45,2023-05-05,681186,687764,
1868,417,19,2022-12-17,396488,428010,
1869,5,54,2023-05-22,99307,138548,
1870,568,20,2023-01-31,121808,155917,
1871,52,42,2023-04-26,919643,31634,2023-05-25
1872,408,26,2023-06-26,335172,336894,
1873,607,9,2023-06-28,620369,623704,
1874,603,26,2023-07-17,252088,79749,2023-07-27
1875,355,15,2023-05-22,806559,631633,2023-06-10
1876,143,67,2023-06-03,359132,289273,2023-06-06
